x	y	z	w	u	s
0.2	11.735387847945095	-0.3458623385475701	39.187959795119255	-2.2582307797545904	0.989150034860132
0.4	8.30777477696538	0.40084732704194803	3.679351594655996	-1.419468710209935	0.85318735640016
0.6000000000000001	10.203216058760882	0.3111571254652459	45.29252316164354	-1.1385639554945057	0.8113306613194032
0.8	11.876583564607426	-0.374760146664641	99.13399911029084	-0.9137368787609508	0.7496862266623148
1	12.583293727366254	-0.4987679406452367	94.4106991160661	-0.6262491649062307	0.678407125288403
1.2	14.45693384432234	-0.48836836743039064	37.36897641830285	-0.34098565695661365	0.624703491127141
1.4000000000000001	11.672355375159533	0.2523338069395026	54.56889248688804	-0.18509978682722164	0.5633111521737484
1.6	17.309596050856634	-0.43094044298422557	85.78127377500194	-0.18896874278034748	0.4537057494579405
1.8	14.606373836798593	-0.44356981700984455	48.04245181025058	-0.030291753364740825	0.478331332824128
2	16.235084869898856	-0.306966380698087	100.04712009395297	0.05974417091347277	0.4397977239690024
2.2	19.069751836545766	0.20210880807656706	70.41121236381414	0.24329626197820886	0.34427552872042416
2.4000000000000004	15.907639717357235	-0.3588391060563956	74.05648736931118	0.225295756008905	0.3344874227436728
2.6000000000000005	16.589315949101003	-0.33199651506136585	103.04441914284635	0.43489492524577533	0.3180157315221905
2.8000000000000003	19.88668456701562	0.8305936591410372	117.6861863760019	0.4220780458068669	0.30583981706809504
3.0000000000000004	22.426825240952894	0.3496368225862695	88.62053831833185	0.5549302699495273	0.29016923524643023
3.2	22.06542280963622	1.7350508125453628	105.5192860127509	0.5602775075965896	0.22701382640826526
3.4000000000000004	24.000257746456192	3.407782325596303	106.21012709882817	0.6481476966398069	0.1931491227411955
3.6000000000000005	20.81421080939472	4.5997147163900864	93.18717842034411	0.6385750103694184	0.17352428009660767
3.8000000000000003	22.44172647483647	6.564234472170208	66.46774843628275	0.6737124064287502	0.1735686159620747
4	23.763766075018793	7.5276811827290295	99.33987898556536	0.7882336365570249	0.21502648934166613
4.2	26.424319228110836	7.173908559730223	180.43766133727814	0.7479773530489191	0.1331562318214047
4.4	25.907069796370344	6.521463043113895	115.4285118952105	0.968131262356189	0.16187917773139965
4.6000000000000005	28.67636291482486	4.587584112963003	187.1684907483342	0.96936114713231	0.1051918424722312
4.800000000000001	26.84820236852393	3.5523368465534606	173.84450128790192	1.058703031392166	0.11840775737959942
5.000000000000001	26.629412188427526	1.8886479411228834	171.19412401880635	1.1084267653123012	0.1483774033332826
5.2	31.18404986052774	0.6740994610556776	182.73600428642962	1.0100798059130416	0.1331496970466017
5.4	31.07214738605544	0.27309025760640315	198.2713225402935	1.052740967453733	0.07814843757733157
5.6000000000000005	29.879420739924537	0.2773343358248139	285.56081946865504	1.1754809783118907	0.1259490525682976
5.800000000000001	29.453753885626796	0.24571329331069802	288.2563720023992	1.2549625931965507	0.08818035383310174
6.000000000000001	31.73767461557873	-0.36870714558232676	296.2795641842754	1.2314107304469781	0.145754204714599
6.2	32.44930487750098	0.35868233603663524	348.2634430857848	1.166139750061469	0.1407908777453042
6.4	36.486370243038984	-0.20304739325074173	403.8152322300574	1.1913840542620318	0.08804096276871021
6.6000000000000005	35.80287397848443	0.45922402917849803	422.07430500312586	1.3471689074879274	0.1100305638651408
6.800000000000001	37.45319792120718	0.05615506006412707	471.9407247832991	1.2964984666242432	0.07450800406285088
7.000000000000001	36.55990703124553	-0.46495965647381715	497.7505861374479	1.3506105821410856	0.12568004059689827
7.2	39.49391207909211	0.4969941428013702	512.9688159475893	1.380930827418129	0.03397944425607627
7.4	37.86807719911449	0.15835756930317801	581.4885107619248	1.4339650259541776	0.08343169233573089
7.6000000000000005	36.70231838696637	0.15166780277867797	596.4520915727485	1.4680543497531942	0.0252852658993817
7.800000000000001	39.576554304501045	-0.07397107795481966	631.3476795931551	1.5249880555412294	0.05956852838123634
8	39.19928798871115	0.25969022606036307	691.4849523195055	1.4798885482920203	0.03273946380532791
8.2	41.26611454407684	-0.36878916854014543	687.5865745901177	1.493638111643397	0.0868529880786753
8.4	44.14582542413846	0.13191787246615783	781.167209740274	1.4423430831901092	0.07988886540490375
8.6	42.292538419924675	-0.1710515995509918	807.789729641211	1.6222042417034326	0.10824110803921917
8.799999999999999	43.893581981584425	0.17192737245932221	857.8969466493792	1.5733339469122232	0.035870995294664705
9	43.91542867105454	-0.33704923558980227	924.0756429027429	1.6976805339117798	0.08421791808752528
9.2	43.345049739303064	0.05802136193960905	972.6570126683744	1.6826615552338509	0.029055908133267673
9.4	44.19163567144424	-0.29530459945090115	1090.6132552139456	1.6436009461178889	0.014799052989073375
9.6	47.75629267734475	-0.1847294874023646	1144.4134337308587	1.7541691605991185	0.0952192671200944
9.8	50.042660787981006	0.2072393170092255	1194.5956582823108	1.6808110243705026	0.07891631497921592
10	48.00506829074584	0.28866031975485384	1316.1562395885778	1.679728489193826	0.036199675408018155
