x	y	z	w	u	s
0.2	10.124114764109255	-0.4008945948397493	29.754599280888225	-2.1449582457697356	1.0034198571139776
0.4	11.18908959198743	-0.10538070617844747	63.323817511446066	-1.4552354815991067	0.8745543360475877
0.6000000000000001	13.198199106007815	0.22774147540112022	80.53557240231463	-1.1696356759065067	0.8120842160910575
0.8	10.63224331899546	-0.18816816009785903	88.12624928550615	-0.7290506315015723	0.7321048991000945
1	14.130719777895138	-0.2568773488431612	18.91734299622476	-0.659150712336314	0.6563765780038818
1.2	14.828225697111339	0.4172437816126181	11.357112718188663	-0.49725230583775104	0.5653099198332282
1.4000000000000001	12.653029506001623	-0.3903968272543649	71.30129898668366	-0.3469659611395301	0.5051501286584718
1.6	14.218048466229812	-0.43056196908955496	47.06162898169266	-0.02656175042684855	0.4794307900893092
1.8	13.643969803163781	0.2627047778689333	29.783036616789705	-0.070733302142485	0.4309226496451816
2	14.08611613069661	-0.3826363263814173	19.454927035261058	0.12765779313631356	0.38835094627041855
2.2	18.75648790872656	0.36803707827869714	15.263077214894018	0.13677989939121885	0.418073479381234
2.4000000000000004	18.724728184193374	-0.10738897371061484	79.54486326962444	0.31544232964186053	0.35093284950298287
2.6000000000000005	17.96073558260687	0.19557505204003822	51.462194312792604	0.3693977462889091	0.3223849769451945
2.8000000000000003	21.055199065292257	0.31719101762299573	30.20952979007012	0.4414973616833061	0.27097535185098903
3.0000000000000004	18.68491887766868	0.9807332345483317	86.8399536775309	0.42251266678647864	0.2541458847440659
3.2	19.549954727943987	1.9980762819248623	108.20363695314977	0.5047530166366472	0.21240531179665598
3.4000000000000004	23.308969888975845	2.6134226343880744	93.11496740986368	0.6118623655395814	0.27500811599300345
3.6000000000000005	22.497089353483172	4.651395845419107	110.23905124093753	0.6646550681394322	0.20872924739422127
3.8000000000000003	23.556190059799704	6.929591943567354	97.66479043117481	0.6601765574237664	0.2304997499261737
4	23.33543988224119	7.558476793238842	147.11619190210496	0.8329528390009822	0.17246456488411607
4.2	25.780251311091707	8.027072958540117	140.49379660522874	0.8028507050345078	0.20558424427442432
4.4	24.17788442238234	6.258857707084813	169.70739469767457	0.9647457594645739	0.18421424919733148
4.6000000000000005	25.32277793446556	5.079672948183787	198.46455208160307	0.9338410129645643	0.17246423676242512
4.800000000000001	30.078331907093528	3.2669275976537917	165.71032938569985	0.9142416514468878	0.14574893150433949
5.000000000000001	30.043330943677578	1.3031724432437957	204.5849313326509	0.9271323438331954	0.11118324305439604
5.2	28.881293222727255	1.0696264452965374	227.15711337792013	1.0774278527466907	0.13564472561410212
5.4	29.69667984279804	0.6205613504340213	208.68358601472067	1.1277458901920316	0.12026736513435295
5.6000000000000005	29.428834213502707	0.48665645029988536	225.45990066994764	1.197760729845533	0.10427537407796433
5.800000000000001	32.28119602384977	0.3387676223558149	289.7018327410134	1.1155945573659933	0.14629744418498136
6.000000000000001	34.55719304620288	-0.033747283992731136	342.69862113161844	1.1820613602207142	0.11175538739275459
6.2	35.33402273589745	-0.23886846147239427	370.9224711977418	1.170996576426463	0.14491218654234328
6.4	34.87678434317932	-0.1958995856228254	392.82903416425495	1.3539170742107824	0.10795125134754088
6.6000000000000005	33.1042930321768	-0.34352925935317796	360.84830017535825	1.2495651346744732	0.10432319139624459
6.800000000000001	36.906650284584614	-0.4605908227431725	397.8509424940698	1.342736790996341	0.06797417216938448
7.000000000000001	37.69959968724288	-0.33920781140086226	507.2386637854319	1.3855956215708247	0.12994850166692176
7.2	38.35738589656539	0.1024825036608239	552.870542174843	1.4374913865698231	0.12210164312648182
7.4	39.37009930438362	-0.10985764366779399	581.7332122293792	1.3524151465112773	0.05669887646378437
7.6000000000000005	38.427204848127445	-0.23174113924833956	554.545929337794	1.479308480057054	0.09631967707735217
7.800000000000001	39.974513019248846	0.13042764326887746	629.2925944919903	1.4457756557362647	0.10897346976405427
8	39.299161850474775	0.21464492311237993	675.5053718081665	1.4386553041262422	0.07634513208932688
8.2	41.24650650536641	-0.4085955701300308	681.615507843257	1.5098757904413127	0.059404149036339546
8.4	41.15229573254474	-0.00874193967318937	777.0033778953481	1.4618815958763767	0.10881993915620433
8.6	42.08701502610929	-0.4786499489564444	795.3383803026944	1.6020115774936792	0.047591589626681315
8.799999999999999	41.20083356397226	-0.11159232701174915	926.1133560206137	1.6305293415846764	0.045266505509045624
9	44.771397738251835	0.3160971198230982	961.0406981542369	1.6452753891253176	0.05457936833219787
9.2	47.11889024679549	-0.14619066286832094	1021.8720365631686	1.6332726030531075	0.019785475029601964
9.4	46.17893613539636	0.45221955701708794	1123.9208547929297	1.595687014062654	0.05183451687913416
9.6	46.421406134590505	0.21393899084068835	1142.2184703119801	1.6213156723009856	0.09384527472543845
9.8	49.921496977144855	0.20293952897191048	1214.8494649599577	1.6873432735511025	0.10688002278482711
10	47.97343376930803	0.1300454183947295	1287.2735316770343	1.7406783435603075	0.10646048861165842
