w,int
-10,-0.001790221661021834
-9.9,0.007432065835922961
-9.8,-0.001621084824969685
-9.7,0.01350107186839027
-9.6,-0.011060620358704282
-9.5,0.008664383168459697
-9.4,0.006388450517323595
-9.3,0.0070423271826813814
-9.2,0.003023207357376031
-9.1,-0.01714873194886839
-9,0.0075336131395551615
-8.9,0.008251673065612359
-8.8,-0.005462127686120113
-8.7,-0.017439362666671905
-8.6,-0.0051747005332425326
-8.5,0.009626401258587377
-8.4,-0.009559753277566543
-8.3,0.013170378467055734
-8.2,-0.018021002049467143
-8.1,-0.012734897765324481
-8,-0.018254533706532343
-7.9,0.005389993490191305
-7.8,0.0028729565870837803
-7.699999999999999,-0.002529697112870844
-7.6,0.014154783111908854
-7.5,-0.01608437105581149
-7.4,-0.01072182346205245
-7.3,0.00503974106949186
-7.199999999999999,0.00993046131190103
-7.1,-0.019000797782759638
-7,0.013668773505258552
-6.9,-0.01850808551806844
-6.8,-1.763812698594459e-4
-6.699999999999999,-0.00322857676433642
-6.6,0.014527460073408547
-6.5,-0.011708849680720682
-6.4,0.009248233818207385
-6.3,9.740567986961943e-5
-6.199999999999999,0.013202597381448957
-6.1,6.513004403725742e-4
-6,-0.008360390251168007
-5.8999999999999995,0.010061484104256505
-5.8,0.009311749008102516
-5.7,0.012753019591278229
-5.6,0.0018343589733598271
-5.5,-0.012517702775968677
-5.3999999999999995,-0.008809830070786853
-5.3,0.00435512806091215
-5.199999999999999,0.01989539749443437
-5.1,0.007082678664441211
-5,-7.035834132207127e-4
-4.8999999999999995,0.018455603588395073
-4.8,-0.0077666584905837785
-4.699999999999999,-0.005663001753807587
-4.6,-0.0025942319272962613
-4.5,0.007546390543240645
-4.3999999999999995,0.0036041063444293177
-4.3,0.0014228501967305553
-4.199999999999999,0.003578147296305465
-4.1,0.033725723888235734
-4,0.03440393487254477
-3.8999999999999995,0.009821415169553925
-3.8,0.032782344384149814
-3.6999999999999993,0.024817556008079285
-3.5999999999999996,0.047688829951171616
-3.5,0.022482167697963844
-3.3999999999999995,0.029867653282660236
-3.3,0.026867442627995262
-3.1999999999999993,0.06715717125924985
-3.0999999999999996,0.05644589290333915
-3,0.0424518509915376
-2.8999999999999995,0.05690055435259667
-2.8,0.056786773323176026
-2.6999999999999993,0.06190897811698948
-2.5999999999999996,0.08912803782142613
-2.5,0.08384151493558192
-2.3999999999999995,0.11235917602561467
-2.3,0.10599650062823691
-2.1999999999999993,0.10727667366959129
-2.0999999999999996,0.10585275749546194
-2,0.10103941086384635
-1.9000000000000004,0.1093416600012984
-1.799999999999999,0.11559693628750736
-1.6999999999999993,0.14085134589133136
-1.5999999999999996,0.15274309110118345
-1.5,0.14246562991970335
-1.4000000000000004,0.16434592159296227
-1.299999999999999,0.17939370757711737
-1.1999999999999993,0.17408917782855343
-1.0999999999999996,0.16238247340687606
-1,0.18693471943194037
-0.9000000000000004,0.1962112358682095
-0.7999999999999989,0.18538057543791453
-0.6999999999999993,0.21676100974791285
-0.5999999999999996,0.18496412085746547
-0.5,0.2122945675860739
-0.3999999999999986,0.2092446592801359
-0.29999999999999893,0.23058376283695559
-0.1999999999999993,0.2210040088380754
-0.09999999999999964,0.21449997947004276
0,0.2041485984934952
0.10000000000000142,0.2214513752275391
0.20000000000000107,0.22773925601607858
0.3000000000000007,0.19339492350196102
0.40000000000000036,0.20719991306561195
0.5,0.22216731535751583
0.6000000000000014,0.18555484854993537
0.7000000000000011,0.21871785935834573
0.8000000000000007,0.1793678146739265
0.9000000000000004,0.17662589727009226
1,0.1772428941650129
1.1000000000000014,0.19470474206053698
1.200000000000001,0.17337897704941332
