w,int
-10,-5.449824105102595e-4
-9.9,0.0021778392492387355
-9.8,-0.0032386419101270484
-9.7,-0.014507373574141549
-9.6,0.019548461685626548
-9.5,-0.0025850543566105708
-9.4,0.0019027120607211189
-9.3,-0.011052793917205605
-9.2,7.814269801651267e-4
-9.1,0.005712172517655651
-9,-0.014210141195581897
-8.9,-0.01455409645338839
-8.8,0.002449258298197619
-8.7,-0.0022968028588076263
-8.6,0.005396860110487825
-8.5,-5.282926793856119e-4
-8.4,-2.7109775777957133e-4
-8.3,5.199593245861448e-4
-8.2,-0.01211884119854767
-8.1,0.008883160416074792
-8,-0.017011808727803453
-7.9,0.002901478246655156
-7.8,0.01886907026230093
-7.699999999999999,-0.005310764950131649
-7.6,-0.017316860746979672
-7.5,0.006739029902662126
-7.4,-0.0026210861498145006
-7.3,0.003919232198805763
-7.199999999999999,0.012979090016622641
-7.1,0.004433091770267278
-7,8.123288085065518e-4
-6.9,0.019770929521844737
-6.8,0.0047921180275422685
-6.699999999999999,0.014148905242337912
-6.6,0.002562694564407784
-6.5,0.0183184215721583
-6.4,-6.495973614257136e-4
-6.3,0.015462461634833901
-6.199999999999999,-6.815603978853324e-4
-6.1,0.01984188268589879
-6,0.003165924762610432
-5.8999999999999995,0.005709694905026499
-5.8,0.018521479562076608
-5.7,0.01629737901970945
-5.6,0.012594662563154167
-5.5,0.004052754201722008
-5.3999999999999995,-0.014412295461315987
-5.3,0.005821586518019291
-5.199999999999999,-0.007783171243292459
-5.1,-0.013412901781562505
-5,-0.0044160982198658905
-4.8999999999999995,0.002624923944734856
-4.8,0.01521659760395988
-4.699999999999999,-0.0035646084058218903
-4.6,0.014129449745742081
-4.5,0.03358778281519509
-4.3999999999999995,0.03426518125347026
-4.3,0.009389266922537392
-4.199999999999999,7.66489908684418e-4
-4.1,0.029670917596658932
-4,0.01594316755170977
-3.8999999999999995,0.02661482439234122
-3.8,0.045072909021982535
-3.6999999999999993,0.04297674389441306
-3.5999999999999996,0.030021329224007347
-3.5,0.04755535844260549
-3.3999999999999995,0.04125947468154834
-3.3,0.02851600175775065
-3.1999999999999993,0.038871664016579724
-3.0999999999999996,0.0740736665303946
-3,0.07477322065508285
-2.8999999999999995,0.05936335186415601
-2.8,0.08076058081755459
-2.6999999999999993,0.0682101105984872
-2.5999999999999996,0.06463441556385355
-2.5,0.08306980354522528
-2.3999999999999995,0.11069450168429375
-2.3,0.09371170760496988
-2.1999999999999993,0.1240402316035446
-2.0999999999999996,0.09926516932340028
-2,0.1359205555821085
-1.9000000000000004,0.1191655235587548
-1.799999999999999,0.15116367434602787
-1.6999999999999993,0.15905635299077955
-1.5999999999999996,0.12710128432271536
-1.5,0.1463678861439828
-1.4000000000000004,0.1612823850681824
-1.299999999999999,0.17291222886419721
-1.1999999999999993,0.1566119270714904
-1.0999999999999996,0.16692017987400162
-1,0.18198413462723256
-0.9000000000000004,0.17133118711413448
-0.7999999999999989,0.18485830879332568
-0.6999999999999993,0.1990120002692322
-0.5999999999999996,0.21121056446998196
-0.5,0.19395542262172036
-0.3999999999999986,0.18658659244523684
-0.29999999999999893,0.1987343547154091
-0.1999999999999993,0.18775949384108342
-0.09999999999999964,0.2068062961976976
0,0.18711061482122213
0.10000000000000142,0.20430374321900316
0.20000000000000107,0.18841350143797853
0.3000000000000007,0.18742727097457867
0.40000000000000036,0.19923526921877002
0.5,0.18691886740786665
0.6000000000000014,0.18589848364895956
0.7000000000000011,0.1945892260847369
0.8000000000000007,0.17897804656559663
0.9000000000000004,0.19700519711712006
1,0.164304921490798
1.1000000000000014,0.15952943177923418
1.200000000000001,0.15188203973127246
1.3000000000000007,0.16621723364344657
1.4000000000000004,0.1409138885160727
1.5,0.13831763893669882
1.6000000000000014,0.14608133456801523
1.700000000000001,0.15857689533299527
1.8000000000000007,0.14710296235498588
1.9000000000000004,0.1141022054049115
2,0.12271027521214127
2.1000000000000014,0.13013267182649718
2.200000000000001,0.11738899565429636
2.3000000000000007,0.11672815964921841
2.4000000000000004,0.10352499175375755
2.5,0.08010334839855494
2.6000000000000014,0.0939905749174822
2.700000000000001,0.08095164009301112
2.8000000000000007,0.09129459467189427
2.9000000000000004,0.08657367592619046
3,0.06924452597512223
3.1000000000000014,0.03799819405257103
3.200000000000001,0.05915273893911148
3.3000000000000007,0.05111861636913788
3.4000000000000004,0.060617569565630997
3.5,0.025039320052729006
3.6000000000000014,0.04703916718241767
3.700000000000001,0.02027337507230033
3.8000000000000007,0.028301245995098312
3.9000000000000004,0.01988110205016297
4,0.017127583136139865
4.100000000000001,0.03679546185768229
4.200000000000001,0.018785113471214056
4.300000000000001,0.018741881038461018
4.4,0.019412072681627916
4.5,0.033958990251741775
4.600000000000001,-0.00369463860792163
4.700000000000001,-0.007606692427315709
4.800000000000001,0.0031128017290960094
4.9,0.014484352529310497
5,7.498768739756636e-4
5.100000000000001,0.014820980258222864
5.200000000000001,0.006921623593869427
5.300000000000001,-0.008673990642249739
5.4,0.02159139533838224
5.5,-0.014947568095493453
5.600000000000001,0.0036316772580385764
5.700000000000001,-0.011376694091556451
5.800000000000001,0.0060035966878410904
5.9,0.012098663292645157
6,0.01746085706097269
6.100000000000001,-0.002919164461315628
6.199999999999999,0.01647350332253467
