w,int
-10,0.00487853677943349
-9.9,0.004924028385430576
-9.8,0.004691213825717572
-9.7,0.0079493153654039
-9.6,0.006848397022113227
-9.5,-0.010960748279467173
-9.4,0.013663672665134182
-9.3,0.01823923255316937
-9.2,-0.014473362686112023
-9.1,-0.015811784211545134
-9,-0.0067573522496946715
-8.9,-0.008605137029658235
-8.8,-0.011562260799100749
-8.7,-6.958089209906679e-4
-8.6,-0.004457344533838091
-8.5,-0.01381493655957249
-8.4,-0.00780945812337187
-8.3,-0.0044643084143173055
-8.2,0.014996832116142417
-8.1,0.004873894146807391
-8,-0.010766221562163976
-7.9,0.016889221988884255
-7.8,0.016617542792188564
-7.699999999999999,-0.018813721011279715
-7.6,-0.014592067591788035
-7.5,-0.0019355188294699714
-7.4,0.01006982318528979
-7.3,0.0030886871934538984
-7.199999999999999,0.006462491552347692
-7.1,-0.006642175393953354
-7,0.013954427668233408
-6.9,-0.009443387895373218
-6.8,0.002767263465744215
-6.699999999999999,-0.017063543663763357
-6.6,-0.016987287460861745
-6.5,0.004252440492377683
-6.4,0.016728871770411484
-6.3,0.016703768593741404
-6.199999999999999,-0.008221275182181112
-6.1,-0.019537109077948558
-6,-0.0025768063020805273
-5.8999999999999995,-0.0121769355326967
-5.8,-0.012327347832549974
-5.7,0.0029225241821903615
-5.6,0.00561089743727961
-5.5,0.003593010408109185
-5.3999999999999995,-0.012551142107913596
-5.3,0.006883101962907633
-5.199999999999999,-0.012713363217921972
-5.1,9.380948566272909e-4
-5,-0.0017182321819114357
-4.8999999999999995,-0.001222429099725383
-4.8,-0.002265484461444301
-4.699999999999999,0.008604180568054821
-4.6,-0.018592327303999692
-4.5,-0.01646071050439865
-4.3999999999999995,0.01419248763710213
-4.3,0.009489008084773081
-4.199999999999999,0.01649991080323753
-4.1,0.011228808898149296
-4,-0.015548330363709352
-3.8999999999999995,0.014130202815373992
-3.8,-0.016726258041797486
-3.6999999999999993,-0.01685749562039989
-3.5999999999999996,-0.00868345214350234
-3.5,-0.006499117267961166
-3.3999999999999995,0.015012030883929956
-3.3,-0.009139712945411169
-3.1999999999999993,0.002777423386326276
-3.0999999999999996,4.015946339320812e-4
-3,0.004768163407722502
-2.8999999999999995,0.028648816993969498
-2.8,-0.003205787315207322
-2.6999999999999993,0.038308924704449646
-2.5999999999999996,0.017726629954352795
-2.5,0.013907589409641577
-2.3999999999999995,0.04674403314882457
-2.3,0.05823801413207133
