w,int
-10,0.0024001198010647176
-9.9,0.0055803414641833575
-9.8,0.013956050381395567
-9.7,-0.0019985442678597757
-9.6,0.017889111471572135
-9.5,-0.011115822596626026
-9.4,-0.018682911190357185
-9.3,-2.6344937670350162e-5
-9.2,0.01444802914799001
-9.1,0.0024297272231176992
-9,-0.0037260245761298427
-8.9,-0.00851987870794366
-8.8,-0.015646645169769137
-8.7,-0.0059014194925402184
-8.6,0.013336261813361686
-8.5,-0.015216725427499142
-8.4,-0.009246498648659012
-8.3,-0.010736419277245304
-8.2,0.002528822580626903
-8.1,-0.01036684804620453
-8,-7.253174858140247e-4
-7.9,-0.007564081767264966
-7.8,-0.01043440139306316
-7.699999999999999,0.010181202283552755
-7.6,-0.01231629405056301
-7.5,0.001332676806477422
-7.4,-0.007041589017580428
-7.3,-0.011971791509492142
-7.199999999999999,0.017288513752985922
-7.1,-0.01714252655158074
-7,-0.01148423993309248
-6.9,-0.01173875006746925
-6.8,0.01881958665834201
-6.699999999999999,-0.019504503837291395
-6.6,-0.005563025366546128
-6.5,0.0032344354392827325
-6.4,0.006605891140263497
-6.3,0.009116594636635564
-6.199999999999999,-0.016206759023696574
-6.1,-0.01017871064875433
-6,0.018018574951502723
-5.8999999999999995,-0.012792032127151704
-5.8,0.00920365324680529
-5.7,-0.0017848280860601438
-5.6,-0.01653157473054126
-5.5,-0.01356557338457578
-5.3999999999999995,0.01812001660817663
-5.3,0.006035480696001988
-5.199999999999999,0.00861602671497766
-5.1,-0.00415118028768127
-5,0.010952091206395875
-4.8999999999999995,0.011230078542203096
-4.8,0.021397832729033093
-4.699999999999999,0.02062928243658614
-4.6,-0.003513935808454339
-4.5,0.003926309145217919
-4.3999999999999995,0.003178919755864375
-4.3,0.010937975923760652
-4.199999999999999,0.009321528503875926
-4.1,0.009906672443671778
-4,0.01851140318763544
-3.8999999999999995,0.007756618501519916
-3.8,0.03139154194185373
-3.6999999999999993,0.030692465089659646
-3.5999999999999996,0.007676894260247945
-3.5,0.02090081365717614
-3.3999999999999995,0.016527262679057613
-3.3,0.03293132227154828
-3.1999999999999993,0.05881231771505202
-3.0999999999999996,0.04125235897785303
-3,0.06246857132975267
-2.8999999999999995,0.052368072155121834
-2.8,0.07372178247296417
-2.6999999999999993,0.048801779717387625
-2.5999999999999996,0.05527640736082538
-2.5,0.07032747170016382
-2.3999999999999995,0.09579596806189003
-2.3,0.10665306748640334
-2.1999999999999993,0.08900018431400666
-2.0999999999999996,0.09905152097498623
-2,0.12085488031208502
-1.9000000000000004,0.1083144843144613
-1.799999999999999,0.13362692336056053
-1.6999999999999993,0.15087912024683056
-1.5999999999999996,0.1329979547169251
-1.5,0.14452131520388
-1.4000000000000004,0.17614699241436022
-1.299999999999999,0.18285449840234147
-1.1999999999999993,0.1613163932441947
-1.0999999999999996,0.20422403187237653
-1,0.20310701360600614
-0.9000000000000004,0.20143634000122873
-0.7999999999999989,0.21785449829278913
-0.6999999999999993,0.22708465385486423
-0.5999999999999996,0.22796729543765673
-0.5,0.21257627242318808
-0.3999999999999986,0.21081967637135424
-0.29999999999999893,0.2260862695270432
-0.1999999999999993,0.23508242667277554
-0.09999999999999964,0.21759146146225686
0,0.24210092489648558
0.10000000000000142,0.23337898735637716
0.20000000000000107,0.2132704674415032
0.3000000000000007,0.23133890456829492
0.40000000000000036,0.2169332023729268
0.5,0.22993039836249768
0.6000000000000014,0.231624433440693
0.7000000000000011,0.193429518353688
0.8000000000000007,0.22260164013458805
0.9000000000000004,0.18464289072230783
1,0.19871539228270374
1.1000000000000014,0.18550701234236322
1.200000000000001,0.1937579114577945
1.3000000000000007,0.15757061885775536
1.4000000000000004,0.17392118352196115
1.5,0.1741579245160269
1.6000000000000014,0.16489519226925484
1.700000000000001,0.14270643013282402
1.8000000000000007,0.12251404865149063
1.9000000000000004,0.13106524528323588
2,0.10718920119628297
