w,int
-10,0.013473560821931628
-9.9,0.01033502915092519
-9.8,0.01540757528602738
-9.7,7.89324638121815e-4
-9.6,-0.005556464021018938
-9.5,0.006406374410950067
-9.4,0.0025494882283717516
-9.3,-0.01353073740171298
-9.2,-0.012191016112162868
-9.1,0.016896047571481748
-9,-0.002510683555400239
-8.9,-0.011764901236702797
-8.8,-0.0021099165919041913
-8.7,-0.018237985772606897
-8.6,0.019724168514667323
-8.5,-0.004134154464043247
-8.4,0.014445243331684957
-8.3,-0.018394413716091802
-8.2,-0.0034516468548028032
-8.1,-0.010752091267073579
-8,0.016487649046687213
-7.9,-0.007406091477795611
-7.8,-0.010979436109977125
-7.699999999999999,0.018862064549471057
-7.6,-0.014926214358300886
-7.5,-0.002143821265878553
-7.4,0.01050544616150327
-7.3,0.010707096240308698
-7.199999999999999,0.01119484833659002
-7.1,0.008568016802172895
-7,-0.0014851566768063892
-6.9,-0.010189648193506692
-6.8,0.0055460805000983535
-6.699999999999999,-0.0046352192661821105
-6.6,-0.00943809222157208
-6.5,0.0016113123078168993
-6.4,-0.00522501977313984
-6.3,-0.009475114486404831
-6.199999999999999,0.009993904367267192
-6.1,0.00656581801696911
-6,-0.004733087932338
-5.8999999999999995,0.0029074235576312347
-5.8,0.011032040214085721
-5.7,0.01866229766522359
-5.6,0.014509448034305927
-5.5,0.007194918834237851
-5.3999999999999995,0.006395439655580458
-5.3,-0.007644502266135954
-5.199999999999999,-0.0021147984287338373
-5.1,0.0037213134612195725
-5,7.224151450556211e-4
-4.8999999999999995,0.0011417024026088981
-4.8,-9.075108161287638e-4
-4.699999999999999,-0.015314599405652827
-4.6,0.015574377153486777
-4.5,0.014715709093114974
-4.3999999999999995,7.056862709448725e-4
-4.3,-0.003585640106421867
-4.199999999999999,0.012311869288556893
-4.1,0.0029538578016589778
-4,0.021787801884982763
-3.8999999999999995,0.015038989471618821
-3.8,-0.006363700768439473
-3.6999999999999993,0.01069392954855485
-3.5999999999999996,0.008197779344037787
-3.5,0.02127152140078352
-3.3999999999999995,0.0012919205573908195
-3.3,0.014821364437854761
-3.1999999999999993,0.00682295397277367
