 ,Area
1,72
2,144
3,369
4,536
5,23
6,247
7,224
8,254
9,145
10,301
11,200
12,205
13,273
14,87
15,181
16,139
17,204
18,168
19,148
20,231
21,93
22,249
23,238
24,355
25,270
26,23
27,46
28,82
29,149
30,383
31,321
32,38
33,223
34,427
35,105
36,209
37,165
38,105
39,351
40,167
41,92
42,194
43,41
44,107
45,176
46,193
47,116
48,77
49,394
50,102
51,287
52,219
53,118
54,271
55,22
56,102
57,300
58,220
59,270
60,270
61,95
62,200
63,270
64,155
65,254
66,71
67,117
68,45
69,170
70,230
71,269
72,29
73,44
74,159
75,275
76,273
77,241
78,26
79,485
80,163
81,170
82,335
83,22
84,166
85,268
86,293
87,245
88,83
89,196
90,66
91,263
92,306
93,30
94,116
95,30
96,55
97,186
98,367
99,238
100,274
101,138
102,52
103,324
104,32
105,357
106,47
107,128
108,356
109,72
110,165
111,413
112,73
113,113
114,249
115,36
116,247
117,144
118,131
119,349
120,109
121,146
122,39
123,163
124,230
125,51
126,77
127,254
128,369
129,84
130,120
131,422
132,181
133,274
134,65
135,132
136,49
137,245
138,188
139,412
140,95
141,203
142,129
143,181
144,29
145,200
146,94
147,439
148,159
149,55
150,180
151,148
152,144
153,175
154,96
155,570
156,280
157,111
158,406
159,159
160,155
161,244
162,234
163,29
164,27
165,207
166,231
167,30
168,139
169,219
170,374
171,137
172,285
173,229
174,284
175,24
176,514
177,308
178,26
179,189
180,528
181,261
182,232
183,86
184,304
185,196
186,243
187,143
188,131
189,175
190,107
191,129
192,155
193,268
194,49
195,456
196,248
197,350
198,325
199,124
200,56
201,142
202,164
203,177
204,215
205,162
206,203
207,253
208,157
209,113
210,225
211,198
212,219
213,267
214,118
215,237
216,132
217,143
218,167
219,91
220,295
221,181
222,258
223,239
224,167
225,41
226,168
227,132
228,276
229,169
230,86
231,26
232,26
233,275
234,137
235,23
236,301
237,87
238,157
239,203
240,117
241,324
242,371
243,268
244,265
245,353
246,381
247,186
248,225
249,210
250,361
251,316
252,177
253,168
254,260
255,194
256,150
257,65
258,282
259,86
260,225
261,221
262,29
263,41
264,227
265,136
266,297
267,37
268,281
269,265
270,162
271,203
272,232
273,27
274,154
275,21
276,26
277,39
278,207
279,233
280,317
281,35
282,208
283,276
284,119
285,221
286,290
287,41
288,104
289,143
290,47
291,100
292,75
293,237
294,195
295,169
296,470
297,62
298,214
299,298
300,194
301,205
302,201
303,230
304,225
305,140
306,216
307,234
308,85
309,81
310,23
311,185
312,437
313,354
314,590
315,131
316,175
317,107
318,206
319,56
320,180
321,23
322,179
323,167
324,234
325,73
326,116
327,287
328,155
329,92
330,274
331,229
332,285
333,168
334,164
335,173
336,70
337,283
338,215
339,174
340,191
341,269
342,128
343,171
344,253
345,120
346,117
347,249
348,245
349,265
350,99
351,267
352,205
353,291
354,34
355,224
356,215
357,110
358,89
359,82
360,280
361,265
362,264
363,105
364,186
365,21
366,271
367,80
368,256
369,92
370,255
371,80
372,111
373,271
374,23
375,64
376,193
377,121
378,189
379,219
380,206
381,147
382,374
383,213
384,70
385,114
386,49
387,330
388,69
389,117
390,76
391,144
392,54
393,103
394,48
395,90
396,233
397,40
398,245
399,65
400,108
401,172
402,228
403,387
404,358
405,311
406,337
407,242
408,128
409,131
410,216
411,158
412,119
413,174
414,138
415,219
416,226
417,225
418,292
419,358
420,172
421,28
422,179
423,29
424,85
425,92
426,166
427,119
428,65
429,233
430,52
431,230
432,153
433,230
434,202
435,46
436,131
437,162
438,314
439,147
440,328
441,48
442,228
443,34
444,325
445,88
446,257
447,293
448,130
449,223
450,135
451,150
452,253
453,102
