 ,Area
1,334
2,251
3,732
4,72
5,70
6,225
7,277
8,22
9,330
10,362
11,43
12,21
13,37
14,200
15,310
16,281
17,588
18,145
19,49
20,201
21,55
22,23
23,190
24,202
25,51
26,120
27,111
28,21
29,310
30,322
31,32
32,144
33,21
34,844
35,67
36,224
37,71
38,320
39,51
40,87
41,448
42,386
43,51
44,37
45,274
46,76
47,279
48,931
49,25
50,306
51,789
52,227
53,269
54,85
55,62
56,304
57,184
58,24
59,193
60,44
61,214
62,287
63,113
64,605
65,56
66,47
67,389
68,21
69,24
70,21
71,38
72,235
73,24
74,278
75,36
76,23
77,115
78,262
79,776
80,23
81,187
82,629
83,29
84,575
85,60
86,25
87,418
88,68
89,223
90,276
91,44
92,380
93,34
94,22
95,408
96,141
97,403
98,259
99,160
100,22
101,249
102,116
103,143
104,269
105,54
106,117
107,32
108,374
109,40
110,44
111,331
112,89
113,281
114,944
115,277
116,31
117,404
118,311
119,336
120,288
121,201
122,108
123,143
124,1241
125,296
126,249
127,173
128,100
129,117
130,243
131,325
132,209
133,40
134,199
135,20
136,133
137,55
138,66
139,124
140,28
141,32
142,82
143,137
144,587
145,77
146,101
147,24
148,212
149,384
150,225
151,232
152,282
153,57
154,34
155,263
156,628
157,94
158,52
159,313
160,100
161,160
162,51
163,166
164,474
165,109
166,223
167,83
168,21
169,133
170,66
171,198
172,33
173,20
174,692
175,157
176,213
177,192
178,76
179,67
180,314
181,232
182,101
183,445
184,168
185,232
186,78
187,23
188,210
189,295
190,216
191,257
192,56
193,73
194,223
195,216
196,22
197,49
198,560
199,325
200,488
201,162
202,388
203,273
204,33
205,22
206,24
207,390
208,1367
209,26
210,44
211,721
212,302
213,22
214,38
215,202
216,33
217,39
218,310
219,280
220,243
221,165
222,249
223,67
224,199
225,168
226,154
227,219
228,24
229,165
230,194
231,204
232,148
233,269
234,32
235,186
236,52
237,86
238,107
239,40
240,261
241,350
242,82
243,36
244,449
245,42
246,62
247,199
248,34
249,253
250,22
251,362
252,326
253,206
254,270
255,20
256,215
257,42
258,78
259,484
260,22
261,30
262,45
263,223
264,203
265,308
266,301
267,62
268,331
269,311
270,250
271,58
272,270
273,532
274,21
275,65
276,67
277,88
278,284
279,133
280,239
281,41
282,56
283,20
284,36
285,32
286,79
287,389
288,434
289,28
290,86
291,318
292,87
293,290
294,62
295,27
296,84
297,38
298,279
299,33
300,44
301,75
302,263
303,287
304,106
305,1907
306,282
307,96
308,161
309,449
310,56
311,71
312,73
313,154
314,548
315,104
316,32
317,131
318,44
319,213
320,40
321,305
322,43
323,40
324,27
325,21
326,125
327,386
328,250
329,164
330,510
331,40
332,299
333,25
334,854
335,38
336,20
337,38
338,539
339,46
340,60
341,358
342,407
343,430
344,29
345,204
346,28
347,32
348,247
349,430
350,304
351,22
352,283
353,44
354,378
355,154
356,103
357,182
358,46
359,343
360,34
361,509
362,24
363,242
364,137
365,121
366,146
367,40
368,114
369,56
370,369
371,257
372,71
373,151
374,50
375,26
376,240
377,88
378,130
379,32
380,91
381,224
382,222
383,186
384,245
385,303
