w,int
-10,-0.01661683687483882
-9.9,-0.01582812690997224
-9.8,-0.004038924198243005
-9.7,-0.004976623198752637
-9.6,-0.018342875902221136
-9.5,0.004624373192525174
-9.4,-0.010983195539383856
-9.3,0.016592905299216
-9.2,0.004640637633732029
-9.1,-0.008716675454097603
-9,8.447751248303878e-4
-8.9,-0.017891417543907173
-8.8,-0.005763438958939924
-8.7,-0.017801279656320907
-8.6,-0.012880577119015886
-8.5,-0.0196851326504812
-8.4,-3.1716844808886386e-5
-8.3,-0.0036912758829836145
-8.2,0.01581893803555618
-8.1,0.019694575867925737
-8,-0.003692863118179447
-7.9,0.014382190673333987
-7.8,0.004934675556493356
-7.699999999999999,-0.010012377158476003
-7.6,0.01882748710435108
-7.5,-0.001538766832368314
-7.4,0.00858934656654064
-7.3,-0.004356655929183696
-7.199999999999999,0.016950532045898394
-7.1,0.017682081193427658
-7,-0.01254886105682918
-6.9,-0.013286416197136091
-6.8,0.02094520930889958
-6.699999999999999,-0.0036057800770029173
-6.6,-0.006349280631162995
-6.5,-0.01156192046764917
-6.4,-0.00938956981707076
-6.3,-5.301661467908649e-4
-6.199999999999999,0.010030297175907294
-6.1,-0.002262999249460471
-6,0.008316354182953383
-5.8999999999999995,0.015848244608581755
-5.8,-2.397586075916008e-4
-5.7,0.008099799903591177
-5.6,-0.007860819162970111
-5.5,-0.009569432507795447
-5.3999999999999995,8.27982635031508e-4
-5.3,0.004181173140222882
-5.199999999999999,0.025120293965810763
-5.1,0.0029045239856602175
-5,0.012568264725666285
-4.8999999999999995,0.01351826112921643
-4.8,0.03395908196420987
-4.699999999999999,0.036235409201790886
-4.6,0.014534503946797063
-4.5,0.041132713394220505
-4.3999999999999995,0.009455646538759677
-4.3,0.016246583233535783
-4.199999999999999,0.010434008273520087
-4.1,0.020770387286096738
-4,0.03470750948443255
-3.8999999999999995,0.03239855601900965
-3.8,0.05441553637994351
-3.6999999999999993,0.026467401673665725
-3.5999999999999996,0.03646583884156224
-3.5,0.05007074654721676
-3.3999999999999995,0.05384935026267078
-3.3,0.050208835231947614
-3.1999999999999993,0.0730186870978336
-3.0999999999999996,0.08348485699710126
-3,0.06899337010829834
-2.8999999999999995,0.05749806665694163
-2.8,0.060053129731423474
-2.6999999999999993,0.06714642978659308
-2.5999999999999996,0.08751211428391142
-2.5,0.11426443845873271
-2.3999999999999995,0.09650720294455567
-2.3,0.10199211652140071
