w,int
-10,-0.0038360278401523736
-9.9,-0.018652709536254385
-9.8,0.01858620788902049
-9.7,0.016495579462498525
-9.6,-0.0068750817887483
-9.5,0.009255910059437574
-9.4,-0.010917865270747878
-9.3,-0.019863066440446418
-9.2,-0.001589653724800989
-9.1,0.013555002631626666
-9,-0.007977299587786977
-8.9,0.006293355207918188
-8.8,-0.01451417489903159
-8.7,0.009967037281128095
-8.6,-0.0035578869839932893
-8.5,2.8140828984240537e-4
-8.4,-0.0044160151194715756
-8.3,0.017913878840882327
-8.2,-0.008638648704759654
-8.1,0.0030949001901895844
-8,0.012027782238838306
-7.9,-0.0042724992819495695
-7.8,-0.010957936725904388
-7.699999999999999,-0.015473502316600062
-7.6,-0.008683202745890215
-7.5,-0.004650952939506004
-7.4,-0.016397910378455158
-7.3,0.005716333201418721
-7.199999999999999,0.01892094321019472
-7.1,-0.01910539784377202
-7,0.01330890735685699
-6.9,0.0019192281513970278
-6.8,0.01930030266460106
-6.699999999999999,0.013556991503812605
-6.6,0.013265250069940403
-6.5,0.01837212451869733
-6.4,-6.085608781078356e-4
-6.3,-0.001529412689157342
-6.199999999999999,0.0037492367906752145
-6.1,-0.004748328882305501
-6,0.005312059548264198
-5.8999999999999995,0.0020966244546046426
-5.8,0.002062869170390084
-5.7,-0.004780470905224053
-5.6,0.009259574289025331
-5.5,0.014985343486638394
-5.3999999999999995,-0.013413704700018295
-5.3,0.014627161502032415
-5.199999999999999,-0.019125899715605816
-5.1,0.0061248010588742545
-5,-0.016732528595475245
-4.8999999999999995,-0.015673789759493253
-4.8,0.01977947101443881
-4.699999999999999,0.005492524437255675
-4.6,0.017497887149244867
-4.5,-0.0014140353586918225
-4.3999999999999995,-0.007739297182060013
-4.3,-0.0038141549220229247
-4.199999999999999,-0.014691255624828998
-4.1,-7.749004422531706e-4
-4,-0.00841040270237692
-3.8999999999999995,0.009789703093103428
-3.8,-0.00848283978935242
-3.6999999999999993,-0.005733021160217351
-3.5999999999999996,0.020981452661024958
-3.5,0.006656107060833742
-3.3999999999999995,-0.010587154855383491
-3.3,0.0222719007032963
-3.1999999999999993,-0.010949092732426025
-3.0999999999999996,0.020198644517760062
-3,0.0191081959958153
-2.8999999999999995,0.021950011420968488
-2.8,0.020969162024472222
-2.6999999999999993,0.010860257291842632
-2.5999999999999996,0.04027367536111395
-2.5,0.013311913484685894
-2.3999999999999995,0.044442245959344165
-2.3,0.03911713190984018
-2.1999999999999993,0.05384336966252179
-2.0999999999999996,0.047480960446724986
-2,0.061855982181501054
-1.9000000000000004,0.10045320708438026
-1.799999999999999,0.11116347305436657
-1.6999999999999993,0.10198095546019478
-1.5999999999999996,0.12567910075249453
-1.5,0.1602001428955198
-1.4000000000000004,0.14959894777142102
-1.299999999999999,0.17513726797205317
-1.1999999999999993,0.1931666145903216
-1.0999999999999996,0.2222696376257292
-1,0.25287781657487135
-0.9000000000000004,0.25176343797057743
-0.7999999999999989,0.28770250438314343
-0.6999999999999993,0.27217552927161826
-0.5999999999999996,0.3021606640663904
-0.5,0.3092280393573732
-0.3999999999999986,0.3199755718540693
-0.29999999999999893,0.35247537100559684
-0.1999999999999993,0.36200184344375474
-0.09999999999999964,0.3612252048039617
0,0.336110857094061
0.10000000000000142,0.3299977305633755
0.20000000000000107,0.3353946878767196
0.3000000000000007,0.3544376841267815
0.40000000000000036,0.3403219208009832
0.5,0.3289171545687408
0.6000000000000014,0.29121613632486854
0.7000000000000011,0.30850301544952435
0.8000000000000007,0.2533721376356894
0.9000000000000004,0.25824391387686013
1,0.24609027215115709
1.1000000000000014,0.2388298399784315
1.200000000000001,0.201386197392006
1.3000000000000007,0.1928769384908386
1.4000000000000004,0.16881889878638678
1.5,0.1341894736398906
1.6000000000000014,0.13181419323260238
1.700000000000001,0.11448700939220564
1.8000000000000007,0.10797077782412073
1.9000000000000004,0.08499622271529601
2,0.06221219254925516
2.1000000000000014,0.05242471822103313
2.200000000000001,0.04221688836043911
2.3000000000000007,0.06211503708411041
2.4000000000000004,0.03210091435261326
2.5,0.034737187527098534
2.6000000000000014,0.01698674155532035
2.700000000000001,0.03443555342373654
2.8000000000000007,0.013771596737120577
2.9000000000000004,0.016059087933945934
3,-7.743339222891117e-4
3.1000000000000014,0.018495215165267934
3.200000000000001,-0.00825444058669759
3.3000000000000007,-0.0014296707835940317
3.4000000000000004,-0.0036410090470592833
3.5,-0.01183606678038938
3.6000000000000014,-0.00897550138605891
3.700000000000001,0.0031512728169538233
3.8000000000000007,0.005275011157506102
3.9000000000000004,0.005594957466802853
4,0.019649344060360712
4.100000000000001,0.013791074031700074
4.200000000000001,-0.012058964177457755
4.300000000000001,-0.017901353652581085
4.4,-4.259854115016534e-4
4.5,-0.011085713855216514
4.600000000000001,-6.721865257468586e-4
4.700000000000001,0.008107287052668149
4.800000000000001,0.012277525854109466
4.9,-0.009188717357209702
5,0.0031002475561222554
5.100000000000001,0.003252893537835008
5.200000000000001,-0.0027583934238885215
5.300000000000001,-0.01780779951146351
5.4,-0.015959611219535597
5.5,-0.005456810771851212
5.600000000000001,-0.00531866695120785
