w,int
-10,0.009500296882020299
-9.9,-0.010941758289132719
-9.8,-0.008281770723919227
-9.7,0.003042794308886105
-9.6,0.016139562862834234
-9.5,-0.011583649974407802
-9.4,0.015227133418710024
-9.3,-0.012433699808357474
-9.2,-0.015287718108422919
-9.1,0.013053282018843754
-9,-4.448767602525689e-4
-8.9,0.0012485927097503893
-8.8,-0.005810257470467373
-8.7,0.018848812837108
-8.6,0.01017593436746361
-8.5,-0.010032143853437817
-8.4,-0.002326976395177939
-8.3,0.019426402962685777
-8.2,-0.018204678367197302
-8.1,-0.0027474146151425082
-8,0.004589369920448895
-7.9,-0.011791890082860263
-7.8,-0.006870435617714305
-7.699999999999999,-0.013827776200166883
-7.6,0.009869254846322763
-7.5,0.018407005575511674
-7.4,-0.015238830182357771
-7.3,0.010675830432138338
-7.199999999999999,-0.014264870718251766
-7.1,0.01288767823758909
-7,0.005797089723290606
-6.9,3.6925153879296805e-4
-6.8,-0.01803188314713462
-6.699999999999999,6.156562992290142e-4
-6.6,0.015100012006362655
-6.5,0.005962811643779871
-6.4,-0.014926952679665312
-6.3,0.01629010181571152
-6.199999999999999,0.013292628381606646
-6.1,-0.00902442076362193
-6,0.013292850003487018
-5.8999999999999995,0.01378754938207873
-5.8,0.01843847173773179
-5.7,0.006277206757078935
-5.6,-0.008819600067968735
-5.5,8.600514600716324e-4
-5.3999999999999995,0.0031911636630507396
-5.3,0.016837058489705382
-5.199999999999999,0.025698270206159925
-5.1,0.01483578943544513
-5,0.007632287607994462
-4.8999999999999995,0.008223037248535809
-4.8,0.006164214160562367
-4.699999999999999,0.03543279162843835
-4.6,0.03605453809450852
-4.5,0.02384904424318407
-4.3999999999999995,0.019969709151834478
-4.3,0.0282632037542043
-4.199999999999999,0.03301756900745084
-4.1,0.03783228270762297
-4,0.02044485972726652
-3.8999999999999995,0.024164743946548134
-3.8,0.030824454172392227
-3.6999999999999993,0.04098982755736433
-3.5999999999999996,0.04121397642179972
-3.5,0.037530011137564864
-3.3999999999999995,0.04303265340697333
-3.3,0.04966998063381549
-3.1999999999999993,0.043411943414439436
-3.0999999999999996,0.06902342107452787
-3,0.08523621717932767
-2.8999999999999995,0.07415597972126527
-2.8,0.0904375372781561
-2.6999999999999993,0.06933527678595763
-2.5999999999999996,0.08767204230082623
-2.5,0.10916337755128946
-2.3999999999999995,0.10038000233648404
-2.3,0.09003146990788785
-2.1999999999999993,0.10087037004958309
-2.0999999999999996,0.11912200090185647
-2,0.1188127326129031
-1.9000000000000004,0.10876796232205477
-1.799999999999999,0.12061583191802365
-1.6999999999999993,0.13874725817165698
-1.5999999999999996,0.12418806794372043
-1.5,0.14367520948677576
-1.4000000000000004,0.14546709559560783
-1.299999999999999,0.14925873323990904
-1.1999999999999993,0.16214532160338985
-1.0999999999999996,0.1686455208783624
-1,0.14856950396979604
-0.9000000000000004,0.1659659424628458
-0.7999999999999989,0.18451537917129374
-0.6999999999999993,0.152295363145932
-0.5999999999999996,0.1589772085106273
-0.5,0.16965314345142682
-0.3999999999999986,0.1936765326901938
-0.29999999999999893,0.16520205603051213
-0.1999999999999993,0.17844392463745323
-0.09999999999999964,0.16650446082346762
0,0.1918365769385875
0.10000000000000142,0.16929186918654168
0.20000000000000107,0.19361633119353797
0.3000000000000007,0.16898604635219303
0.40000000000000036,0.17349345891435103
0.5,0.1909011551149829
0.6000000000000014,0.1936134730099041
0.7000000000000011,0.18167887356230558
0.8000000000000007,0.17877500074676844
0.9000000000000004,0.1854247753526411
1,0.16844598014215384
1.1000000000000014,0.1711597826027897
1.200000000000001,0.1375244285087011
1.3000000000000007,0.14344885086356596
1.4000000000000004,0.1332652617402471
1.5,0.13183342974438583
1.6000000000000014,0.13366665703517036
1.700000000000001,0.15187599509417432
1.8000000000000007,0.1293705167313442
1.9000000000000004,0.10958379811276342
2,0.12399473627116797
2.1000000000000014,0.09729921752297219
2.200000000000001,0.11229207490998713
2.3000000000000007,0.12268315013153158
2.4000000000000004,0.08029876389717737
2.5,0.09521072638772632
2.6000000000000014,0.0976724081615864
2.700000000000001,0.10321678706789289
2.8000000000000007,0.07437696643650092
2.9000000000000004,0.08067381987945951
3,0.06701522571499592
3.1000000000000014,0.0744730047819051
3.200000000000001,0.07737095915265838
3.3000000000000007,0.05802641416322227
3.4000000000000004,0.04214225280169709
3.5,0.05181543663478383
3.6000000000000014,0.05691564201138555
3.700000000000001,0.046310181484455024
3.8000000000000007,0.035071442589972926
3.9000000000000004,0.02169154226934493
4,0.018097652154955356
4.100000000000001,0.03892440745659795
4.200000000000001,0.012875596191832876
4.300000000000001,0.028144230685311314
4.4,0.03247085820831379
4.5,0.022483293084738
4.600000000000001,0.010303688763710699
4.700000000000001,0.022020153079676703
4.800000000000001,0.03197704622176367
4.9,0.031770357996283805
5,0.02304353893501737
5.100000000000001,-7.727101455491468e-4
5.200000000000001,0.027342985593534062
5.300000000000001,0.021278412568877386
5.4,0.024030699825144008
5.5,-0.008715165477738552
5.600000000000001,-3.9716881134667457e-4
5.700000000000001,-0.007390019155134399
5.800000000000001,-0.007089609787385374
5.9,-0.005545312555503767
6,0.007418355484402325
6.100000000000001,0.019642851351504315
6.199999999999999,0.0163048931064275
6.300000000000001,-0.0027462050907799997
6.400000000000002,0.018054953434480794
6.5,-0.004638548967837694
6.600000000000001,0.011267195487519479
6.699999999999999,0.0029010021665052035
6.800000000000001,-0.01707453669100924
6.900000000000002,0.015254212776923891
7,0.015127173674644636
7.100000000000001,-0.014185478819577014
7.199999999999999,0.005948132598642408
7.300000000000001,0.0010863027357672578
7.400000000000002,-0.008299467699258671
7.5,-0.008520331018578194
7.600000000000001,0.019138788683536877
7.699999999999999,-0.01867223489939326
7.800000000000001,0.009865074416772346
7.900000000000002,-0.011838894529247553
8,-0.006963322265638476
8.100000000000001,-0.0031035363489271854
8.2,-0.018999162796258715
8.3,0.01778273027475293
8.400000000000002,-0.014715329733643038
8.5,-0.010950610441920078
8.600000000000001,-0.019232071900158507
8.7,-6.384569444219006e-4
8.8,-0.0025006104207125155
8.900000000000002,0.011971772614494421
9,0.0074284828789450185
9.100000000000001,0.015493102636281115
9.200000000000003,0.01971173230881258
9.3,-0.011938791974721667
9.400000000000002,-0.015683970785423135
9.5,0.01977638982040977
9.600000000000001,-0.003639710064137083
9.700000000000003,0.017548805243596605
9.8,-0.011166641156236484
