x,y
0,5.807014038320631
0.1,5.553901944193058
0.2,6.013863182393834
0.30000000000000004,5.823181401356123
0.4,6.268903749994934
0.5,5.973555817618035
0.6000000000000001,5.656259201699868
0.7000000000000001,5.483230248442851
0.8,5.8930849672760814
0.9,5.94992392428685
1,6.281544373836368
1.1,5.81484534277115
1.2000000000000002,5.698461075080559
1.3,5.99143693188671
1.4000000000000001,6.240507925162092
1.5,6.186050093150698
1.6,6.489254032960162
1.7000000000000002,5.903574666357599
1.8,6.64343249052763
1.9000000000000001,6.645176975638606
2,6.192341348389164
2.1,6.662026414065622
2.2,6.716886402806267
2.3000000000000003,6.088827631319873
2.4000000000000004,6.033796938834712
2.5,6.715046736760996
2.6,6.016261657001451
2.7,6.271442519151606
2.8000000000000003,6.747133970493451
2.9000000000000004,6.505873491871171
3,6.376897068461403
3.1,6.298993654898368
3.2,6.940504496917129
3.3000000000000003,6.737581195193343
3.4000000000000004,6.136373179266229
3.5,6.206611010362394
3.6,6.5437083705328405
3.7,6.105913339066319
3.8000000000000003,6.376424761721864
3.9000000000000004,6.354502486181445
4,6.583599344128743
4.1000000000000005,7.120913660735823
4.2,6.969102132599801
4.3,6.3241863121511415
4.4,7.209059796761721
4.5,7.236530209542252
4.6000000000000005,7.128281217999756
4.7,6.7306117546977475
4.800000000000001,6.368358787614852
4.9,6.387865451280959
5,6.565076249651611
5.1000000000000005,7.288741745171137
5.2,7.207090987125412
5.300000000000001,6.869020671234466
5.4,7.059024705551565
5.5,6.963149002403952
5.6000000000000005,6.687675792956725
5.7,6.7279091369127855
5.800000000000001,6.988657577661797
5.9,6.610788211575709
6,7.4893312393687665
6.1000000000000005,7.404614136670716
6.2,7.19117849948816
6.300000000000001,7.474346156115644
6.4,7.376859945943579
6.5,6.9761091832770035
6.6000000000000005,7.604316345183179
6.7,7.238749694195576
6.800000000000001,6.818321762373671
6.9,7.417524671764113
7,7.397051724139601
7.1000000000000005,7.692151832045056
7.2,7.882694427156821
7.300000000000001,7.735364045132883
7.4,7.195469591533765
7.5,7.884692300227471
7.6000000000000005,7.5727424952201545
7.7,7.715078861103393
7.800000000000001,7.828982947859913
7.9,8.004842881229706
8,7.156347098760307
8.1,7.667391479597427
8.200000000000001,7.862239243462682
8.3,7.206774117541499
8.4,7.214967222185805
8.5,7.973787416354753
8.6,7.871128149097785
8.700000000000001,8.127765537123196
8.8,7.54942634771578
8.9,7.548695540172048
9,7.6980759631842375
9.1,8.114022479741834
9.200000000000001,7.4767213391605765
9.3,7.72628853993956
9.4,8.379117831820622
9.5,8.199624675908126
9.600000000000001,7.743608335731551
9.700000000000001,7.775861831731163
9.8,8.299412206048146
9.9,7.535523586324416
10,7.6960036845412105
