x,y
0,8.041439567692578
0.1,8.687967981677502
0.2,8.984518957789987
0.30000000000000004,8.800300171365961
0.4,8.86343038128689
0.5,8.740753340302035
0.6000000000000001,9.728277401067317
0.7000000000000001,10.024629013845697
0.8,9.984965178184211
0.9,9.735901990206912
1,9.760784789687023
1.1,10.424287795554847
1.2000000000000002,10.98923380440101
1.3,10.314304364612326
1.4000000000000001,10.60018980060704
1.5,11.405168130993843
1.6,11.150120050646365
1.7000000000000002,11.761127371806651
1.8,11.299293592572212
1.9000000000000001,11.658998787635937
2,11.57991795707494
2.1,12.735409094952047
2.2,12.314056381583214
2.3000000000000003,12.624836906790733
2.4000000000000004,12.827128845499828
2.5,12.761268415721133
2.6,13.421898063737899
2.7,13.64858585759066
2.8000000000000003,13.192811619024724
2.9000000000000004,14.09058321453631
3,13.528579898178577
3.1,13.689998096087947
3.2,13.92827177932486
3.3000000000000003,14.592856272822246
3.4000000000000004,14.467701241839677
3.5,14.64992695231922
3.6,15.481673473957926
3.7,14.829184367787093
3.8000000000000003,15.076765338424593
3.9000000000000004,15.350320348050445
4,16.151198813226074
4.1000000000000005,15.844584425445646
4.2,16.77050825720653
4.3,16.162851754343137
4.4,16.95082821068354
4.5,17.220433383015916
4.6000000000000005,17.2900188700296
4.7,17.254654751857743
4.800000000000001,17.03789123450406
4.9,18.03330026101321
5,17.773025922011584
5.1000000000000005,18.387823374941945
5.2,18.35710407793522
5.300000000000001,18.7187356215436
5.4,18.070660383207723
5.5,19.090521213132888
5.6000000000000005,19.012908070115373
5.7,19.299960024887696
5.800000000000001,19.76309693674557
5.9,19.905062865000218
6,19.379137221956626
6.1000000000000005,19.457200571894646
6.2,20.127230169950053
6.300000000000001,19.89643168193288
6.4,19.975350526161492
6.5,20.599437873112038
6.6000000000000005,20.45623303251341
6.7,21.536850170232356
6.800000000000001,20.74649312836118
6.9,21.182274148333818
7,21.32191887521185
7.1000000000000005,22.296825640136376
7.2,22.367482664063573
7.300000000000001,22.081861838698387
7.4,22.524377329740673
7.5,22.371622839942575
7.6000000000000005,22.339099663309753
7.7,23.389585920143872
7.800000000000001,23.338051192229614
7.9,23.167968556517735
8,23.27537374640815
8.1,24.032534245867282
8.200000000000001,23.71017773775384
8.3,24.15713735972531
8.4,23.98037747782655
8.5,24.453778143273667
8.6,24.98470248421654
8.700000000000001,24.58441231027246
8.8,25.037378903012723
8.9,25.256371346767992
9,25.66455572191626
9.1,25.63579810364172
9.200000000000001,25.46334743103944
9.3,25.5232745395042
9.4,25.87947039795108
9.5,26.688136930111796
9.600000000000001,26.61127021815628
9.700000000000001,26.96634248271585
9.8,26.469144452130422
9.9,27.346262948121876
10,27.72824951657094
