x,y
0,3.015823836438358
0.1,3.2009790084557608
0.2,4.422684076009318
0.30000000000000004,3.8183127945521846
0.4,4.920565220527351
0.5,4.955911680241115
0.6000000000000001,5.5212159340735525
0.7000000000000001,5.152494044858031
0.8,5.6830974475014955
0.9,6.289546490064822
1,7.0221394745167345
1.1,7.2164197113597766
1.2000000000000002,6.824900765903294
1.3,7.059909257222898
1.4000000000000001,7.521946668624878
1.5,7.794615976163186
1.6,8.100436113076285
1.7000000000000002,9.012191942776553
1.8,9.25366375874728
1.9000000000000001,9.012536071590148
2,9.994230514625087
2.1,10.199826817610301
2.2,10.791651248466223
2.3000000000000003,10.410414240206592
2.4000000000000004,11.13103946018964
2.5,11.199183995951898
2.6,11.460395730333403
2.7,12.423235685913824
2.8000000000000003,11.768229378387332
2.9000000000000004,12.506926190224478
3,13.179676650092006
3.1,13.486061167553999
3.2,13.616221341304481
3.3000000000000003,14.316612710128538
3.4000000000000004,13.93967725732364
3.5,14.937268950394355
3.6,14.60708972485736
3.7,15.562713517225347
3.8000000000000003,15.835781711386517
3.9000000000000004,15.998965347069317
4,15.82488519209437
4.1000000000000005,16.62089322169777
4.2,17.009026900865138
4.3,17.048172274953686
4.4,17.58109936164692
4.5,17.497170762275346
4.6000000000000005,18.119131946237758
4.7,18.569901310489513
4.800000000000001,18.76149186817929
4.9,19.170934588997625
5,19.38012705836445
5.1000000000000005,19.77572121086996
5.2,19.846556471427903
5.300000000000001,19.714937682612803
5.4,20.601469674846157
5.5,20.5899341419572
5.6000000000000005,21.030265673529357
5.7,21.7866020972142
5.800000000000001,22.103964768350128
5.9,22.504092127433978
6,22.74292857083492
6.1000000000000005,22.998732528532855
6.2,23.162661149865016
6.300000000000001,23.78963589773048
6.4,23.398473717970774
6.5,24.434895626385696
6.6000000000000005,24.193558719474822
6.7,24.85528327396605
6.800000000000001,24.54755321121775
6.9,25.628084106487222
7,25.37842780770734
7.1000000000000005,26.40087577246595
7.2,26.363297340925783
7.300000000000001,26.24633949727286
7.4,26.978751651011407
7.5,26.764421655680053
7.6000000000000005,27.62300758669153
7.7,27.75786967028398
7.800000000000001,28.216299536870796
7.9,28.66804379748646
8,29.05795375141315
8.1,29.013239900930785
8.200000000000001,29.364635925274346
8.3,30.140964420861568
8.4,29.782476249383762
8.5,30.418508321861736
8.6,30.64250902622007
8.700000000000001,30.641945463023152
8.8,30.85882974858396
8.9,31.574410418630578
9,31.58368650614284
9.1,31.823219073354267
9.200000000000001,32.1045124293305
9.3,32.8702793790726
9.4,33.08360610413365
9.5,33.34711294143926
9.600000000000001,33.61147725302726
9.700000000000001,34.02345308486838
9.8,34.200957391411066
9.9,35.24255197320599
10,35.17375376122072
