x,y
0,0.825036289403215
0.1,1.2906341892667115
0.2,2.0633275259751827
0.30000000000000004,2.026251853443682
0.4,2.56955424323678
0.5,3.313582695554942
0.6000000000000001,4.212911115959287
0.7000000000000001,4.476334696635604
0.8,5.333557558245957
0.9,5.809295589802787
1,5.382115420419723
1.1,6.0248534854035825
1.2000000000000002,6.588025727542118
1.3,6.845244822325185
1.4000000000000001,7.972232111264021
1.5,8.397688734577969
1.6,8.572676808806136
1.7000000000000002,9.416259528137743
1.8,10.062004869105294
1.9000000000000001,10.532048686174676
2,10.593760117189959
2.1,11.017087024869397
2.2,11.320701882243156
2.3000000000000003,11.602386326761918
2.4000000000000004,12.17270340328105
2.5,13.168976826127619
2.6,13.511508443159983
2.7,14.266827110666782
2.8000000000000003,14.036666940199213
2.9000000000000004,14.353918412700297
3,15.138353132177144
3.1,15.618162272265181
3.2,15.93209385452792
3.3000000000000003,16.366753794485703
3.4000000000000004,16.787466062698513
3.5,17.35573009145446
3.6,18.291773774195462
3.7,18.423045137664303
3.8000000000000003,19.062494879821315
3.9000000000000004,19.920723683433607
4,19.456158256391063
4.1000000000000005,20.267027516849343
4.2,20.791011210763827
4.3,21.614666185807437
4.4,22.122405343456194
4.5,22.20357861975208
4.6000000000000005,22.47418088326231
4.7,23.32758255652152
4.800000000000001,23.95744266128168
4.9,24.369550539646298
5,24.526202336885035
5.1000000000000005,25.360172535292808
5.2,25.33114642603323
5.300000000000001,26.007108315126974
5.4,27.011067203478888
5.5,27.20363763649948
5.6000000000000005,27.874596361769367
5.7,27.600502942223102
5.800000000000001,28.252191734500233
5.9,28.94634041399695
6,29.29662204021588
6.1000000000000005,29.41141310357489
6.2,30.350672979140654
6.300000000000001,31.012708603637297
6.4,31.52322232001461
6.5,31.661155253648758
6.6000000000000005,31.855954236350957
6.7,33.08105428167619
6.800000000000001,32.87576455017552
6.9,34.09631265071221
7,34.05836180294864
7.1000000000000005,34.16070117941126
7.2,34.626511480193585
7.300000000000001,35.666057273512706
7.4,36.34943240135908
7.5,36.47370887151919
7.6000000000000005,37.10153670492582
7.7,36.97459291573614
7.800000000000001,38.026600868673995
7.9,38.353765352629125
8,38.86398114822805
8.1,39.20589578174986
8.200000000000001,39.98805787274615
8.3,40.42750969575718
8.4,40.50179827492684
8.5,40.820712479995564
8.6,41.21417340519838
8.700000000000001,41.9999803621322
8.8,42.1271077466663
8.9,43.47446343512274
9,43.096807362511754
9.1,43.52673583617434
9.200000000000001,44.14920250326396
9.3,44.78034489019774
9.4,45.89805120974779
9.5,46.064141031354666
9.600000000000001,46.1333001558669
9.700000000000001,47.19145180494525
9.8,47.756272446131334
9.9,47.73327474761754
10,47.83284290670417
