x,y
0,10.102311070309952
0.1,10.460228965617716
0.2,9.860432132612914
0.30000000000000004,9.899948353646323
0.4,10.277147840708494
0.5,10.247320863883942
0.6000000000000001,10.168712083948776
0.7000000000000001,10.57220142497681
0.8,10.609246083535254
0.9,10.773315014783293
1,10.540044773370028
1.1,11.275431679794565
1.2000000000000002,10.85795850516297
1.3,10.89265016792342
1.4000000000000001,11.106068612309173
1.5,10.886508898809552
1.6,10.986013063695282
1.7000000000000002,10.91973723960109
1.8,11.083412730367854
1.9000000000000001,11.017849856521934
2,11.478136795572937
2.1,11.4739400933031
2.2,11.550767908804119
2.3000000000000003,11.379909691633657
2.4000000000000004,11.14361521275714
2.5,11.60607616789639
2.6,11.466866331640631
2.7,12.069904784206301
2.8000000000000003,12.134098512819037
2.9000000000000004,11.77859707805328
3,11.709029780467972
3.1,11.57700862805359
3.2,12.374374754726887
3.3000000000000003,12.243872232502326
3.4000000000000004,11.838059687521309
3.5,12.365115196676925
3.6,12.401499619008973
3.7,11.735287382034585
3.8000000000000003,12.585900529054925
3.9000000000000004,12.070082759484649
4,12.494899444282055
4.1000000000000005,12.402088682865724
4.2,12.227317109704018
4.3,12.392940589459613
4.4,12.105472665280104
4.5,12.902118457946926
4.6000000000000005,12.940903133014217
4.7,12.991113124415278
4.800000000000001,12.72408366529271
4.9,13.242345562204719
5,13.286010906565934
5.1000000000000005,12.674144031945616
5.2,13.109779436839744
5.300000000000001,13.408486386528239
5.4,13.297919395379722
5.5,13.507371384184808
5.6000000000000005,13.175043935189024
5.7,13.660962715279311
5.800000000000001,13.318384927231818
5.9,12.97341449232772
6,13.752292963443324
6.1000000000000005,13.217101463815197
6.2,13.022760596126318
6.300000000000001,13.457866882206872
6.4,13.217801618389785
6.5,14.03538162773475
6.6000000000000005,13.757851971080527
6.7,13.77022846811451
6.800000000000001,13.257606054423377
6.9,13.579137481981888
7,13.656560654286295
7.1000000000000005,13.5551557301078
7.2,13.55820291233249
7.300000000000001,14.007480202708393
7.4,13.857081838417798
7.5,14.568219968816265
7.6000000000000005,14.623374987160787
7.7,14.672085756901652
7.800000000000001,14.576879115542397
7.9,14.089861931279302
8,14.022234287578613
8.1,14.521683321567252
8.200000000000001,14.950217784149572
8.3,15.000476622954011
8.4,14.474432762246579
8.5,14.839253813028336
8.6,14.505072378087789
8.700000000000001,14.654374431120232
8.8,14.492514007957652
8.9,15.202036790549755
9,14.774793478427455
9.1,15.215800816658884
9.200000000000001,15.112121087498963
9.3,15.140135469846427
9.4,15.443106311140582
9.5,15.141353288665414
9.600000000000001,15.033003246644512
9.700000000000001,15.42216564528644
9.8,15.381388153648004
9.9,15.527529312064871
10,15.055219497531652
