x,y
0,2.801307736430317
0.1,2.343893632409163
0.2,2.9717576378025115
0.30000000000000004,3.52332630159799
0.4,3.9961257558315992
0.5,4.7526544412830845
0.6000000000000001,4.987727772444487
0.7000000000000001,5.859709267155267
0.8,6.493857251247391
0.9,6.200132436235435
1,6.494281027233228
1.1,7.612962999031879
1.2000000000000002,7.669483902165667
1.3,8.744811748038046
1.4000000000000001,8.803429409861565
1.5,9.334773068898357
1.6,9.551197689492255
1.7000000000000002,10.505909193656407
1.8,10.447960726451129
1.9000000000000001,11.022282687597908
2,11.90426594344899
2.1,12.266154887969606
2.2,12.92091468628496
2.3000000000000003,13.149000347708354
2.4000000000000004,13.69187828502618
2.5,14.08780096413102
2.6,13.952395163476467
2.7,14.716297069215216
2.8000000000000003,14.885999687714504
2.9000000000000004,15.629816803731957
3,16.025060144253075
3.1,16.332913106656633
3.2,17.451665843604133
3.3000000000000003,17.41974280134309
3.4000000000000004,17.847321511246264
3.5,18.50391220219899
3.6,19.422126001212746
3.7,19.819218342774548
3.8000000000000003,20.39164589624852
3.9000000000000004,20.450433592661284
4,20.58952855831012
4.1000000000000005,21.215557395596992
4.2,21.92472128965892
4.3,22.473448806325905
4.4,22.74782025977038
4.5,22.922373446519487
4.6000000000000005,23.603149578440938
4.7,24.01728577062022
4.800000000000001,25.05359210399911
4.9,24.64889706450049
5,25.185304239857942
5.1000000000000005,25.587855126592334
5.2,26.32439534761943
5.300000000000001,26.738772850367244
5.4,27.611708188429475
5.5,28.172190672601573
5.6000000000000005,28.589131006738175
5.7,28.860515850712545
5.800000000000001,28.74669342138805
5.9,29.61317074636463
6,29.738057459471747
6.1000000000000005,30.769146300503056
6.2,31.38261051150039
6.300000000000001,31.09608587471303
6.4,32.31082003074698
6.5,32.564058662508614
6.6000000000000005,32.578284254763275
6.7,33.38828947150614
6.800000000000001,34.108574465615675
6.9,34.76371968223248
7,34.26647873269394
7.1000000000000005,35.51765125419479
7.2,36.072221126640216
7.300000000000001,36.073676400934346
7.4,36.23595949006267
7.5,36.600004351115786
7.6000000000000005,37.288417666684836
7.7,37.743596156011336
7.800000000000001,38.937974186614156
7.9,38.806301131728105
8,39.49999146326445
8.1,40.308420570683666
8.200000000000001,40.06919283699245
8.3,41.09943389252294
8.4,41.06328394752927
8.5,41.881371758063324
8.6,42.50451949634589
8.700000000000001,42.990929048392
8.8,43.00965680833906
8.9,44.01178536505904
9,43.94314293167554
9.1,44.957023624447174
9.200000000000001,45.20143899996766
9.3,45.04459594364744
9.4,46.24083048151806
9.5,46.5707485495368
9.600000000000001,46.80263286060654
9.700000000000001,46.91744916734752
9.8,47.31175953801721
9.9,48.06978857133072
10,48.91677969461307
