country,date,confirmed
Afghanistan,2020-01-22,0
Afghanistan,2020-01-23,0
Afghanistan,2020-01-24,0
Afghanistan,2020-01-25,0
Afghanistan,2020-01-26,0
Afghanistan,2020-01-27,0
Afghanistan,2020-01-28,0
Afghanistan,2020-01-29,0
Afghanistan,2020-01-30,0
Afghanistan,2020-01-31,0
Afghanistan,2020-02-01,0
Afghanistan,2020-02-02,0
Afghanistan,2020-02-03,0
Afghanistan,2020-02-04,0
Afghanistan,2020-02-05,0
Afghanistan,2020-02-06,0
Afghanistan,2020-02-07,0
Afghanistan,2020-02-08,0
Afghanistan,2020-02-09,0
Afghanistan,2020-02-10,0
Afghanistan,2020-02-11,0
Afghanistan,2020-02-12,0
Afghanistan,2020-02-13,0
Afghanistan,2020-02-14,0
Afghanistan,2020-02-15,0
Afghanistan,2020-02-16,0
Afghanistan,2020-02-17,0
Afghanistan,2020-02-18,0
Afghanistan,2020-02-19,0
Afghanistan,2020-02-20,0
Afghanistan,2020-02-21,0
Afghanistan,2020-02-22,0
Afghanistan,2020-02-23,0
Afghanistan,2020-02-24,1
Afghanistan,2020-02-25,1
Afghanistan,2020-02-26,1
Afghanistan,2020-02-27,1
Afghanistan,2020-02-28,1
Afghanistan,2020-02-29,1
Afghanistan,2020-03-01,1
Afghanistan,2020-03-02,1
Afghanistan,2020-03-03,1
Afghanistan,2020-03-04,1
Afghanistan,2020-03-05,1
Afghanistan,2020-03-06,1
Afghanistan,2020-03-07,1
Afghanistan,2020-03-08,4
Afghanistan,2020-03-09,4
Afghanistan,2020-03-10,5
Afghanistan,2020-03-11,7
Afghanistan,2020-03-12,7
Afghanistan,2020-03-13,7
Afghanistan,2020-03-14,11
Afghanistan,2020-03-15,16
Afghanistan,2020-03-16,21
Afghanistan,2020-03-17,22
Afghanistan,2020-03-18,22
Afghanistan,2020-03-19,22
Afghanistan,2020-03-20,24
Afghanistan,2020-03-21,24
Afghanistan,2020-03-22,40
Afghanistan,2020-03-23,40
Afghanistan,2020-03-24,74
Afghanistan,2020-03-25,84
Afghanistan,2020-03-26,94
Afghanistan,2020-03-27,110
Afghanistan,2020-03-28,110
Afghanistan,2020-03-29,120
Afghanistan,2020-03-30,170
Afghanistan,2020-03-31,174
Afghanistan,2020-04-01,237
Afghanistan,2020-04-02,273
Afghanistan,2020-04-03,281
Afghanistan,2020-04-04,299
Afghanistan,2020-04-05,349
Afghanistan,2020-04-06,367
Afghanistan,2020-04-07,423
Afghanistan,2020-04-08,444
Afghanistan,2020-04-09,484
Afghanistan,2020-04-10,521
Afghanistan,2020-04-11,555
Afghanistan,2020-04-12,607
Afghanistan,2020-04-13,665
Afghanistan,2020-04-14,714
Afghanistan,2020-04-15,784
Afghanistan,2020-04-16,840
Afghanistan,2020-04-17,906
Afghanistan,2020-04-18,933
Afghanistan,2020-04-19,996
Afghanistan,2020-04-20,1026
Afghanistan,2020-04-21,1092
Afghanistan,2020-04-22,1176
Afghanistan,2020-04-23,1279
Afghanistan,2020-04-24,1351
Afghanistan,2020-04-25,1463
Afghanistan,2020-04-26,1531
Afghanistan,2020-04-27,1703
Afghanistan,2020-04-28,1828
Afghanistan,2020-04-29,1939
Afghanistan,2020-04-30,2171
Afghanistan,2020-05-01,2335
Afghanistan,2020-05-02,2469
Afghanistan,2020-05-03,2704
Afghanistan,2020-05-04,2894
Afghanistan,2020-05-05,3224
Afghanistan,2020-05-06,3392
Afghanistan,2020-05-07,3563
Afghanistan,2020-05-08,3778
Afghanistan,2020-05-09,4033
Afghanistan,2020-05-10,4402
Afghanistan,2020-05-11,4687
Afghanistan,2020-05-12,4963
Afghanistan,2020-05-13,5226
Afghanistan,2020-05-14,5639
Afghanistan,2020-05-15,6053
Afghanistan,2020-05-16,6402
Afghanistan,2020-05-17,6664
Afghanistan,2020-05-18,7072
Afghanistan,2020-05-19,7653
Afghanistan,2020-05-20,8145
Afghanistan,2020-05-21,8676
Afghanistan,2020-05-22,9216
Afghanistan,2020-05-23,9998
Afghanistan,2020-05-24,10582
Afghanistan,2020-05-25,11173
Afghanistan,2020-05-26,11831
Afghanistan,2020-05-27,12456
Afghanistan,2020-05-28,13036
Afghanistan,2020-05-29,13659
Afghanistan,2020-05-30,14525
Afghanistan,2020-05-31,15205
Afghanistan,2020-06-01,15750
Afghanistan,2020-06-02,16509
Afghanistan,2020-06-03,17267
Afghanistan,2020-06-04,18054
Afghanistan,2020-06-05,18969
Afghanistan,2020-06-06,19551
Afghanistan,2020-06-07,20342
Afghanistan,2020-06-08,20917
Afghanistan,2020-06-09,21459
Afghanistan,2020-06-10,22142
Afghanistan,2020-06-11,22890
Afghanistan,2020-06-12,23546
Afghanistan,2020-06-13,24102
Afghanistan,2020-06-14,24766
Afghanistan,2020-06-15,25527
Afghanistan,2020-06-16,26310
Afghanistan,2020-06-17,26874
Afghanistan,2020-06-18,27532
Afghanistan,2020-06-19,27878
Afghanistan,2020-06-20,28424
Afghanistan,2020-06-21,28833
Afghanistan,2020-06-22,29157
Afghanistan,2020-06-23,29481
Afghanistan,2020-06-24,29640
Afghanistan,2020-06-25,30175
Afghanistan,2020-06-26,30451
Afghanistan,2020-06-27,30616
Afghanistan,2020-06-28,30967
Afghanistan,2020-06-29,31238
Afghanistan,2020-06-30,31517
Afghanistan,2020-07-01,31836
Afghanistan,2020-07-02,32022
Afghanistan,2020-07-03,32324
Afghanistan,2020-07-04,32672
Afghanistan,2020-07-05,32951
Afghanistan,2020-07-06,33190
Afghanistan,2020-07-07,33384
Afghanistan,2020-07-08,33594
Afghanistan,2020-07-09,33908
Afghanistan,2020-07-10,34194
Afghanistan,2020-07-11,34366
Afghanistan,2020-07-12,34451
Afghanistan,2020-07-13,34455
Afghanistan,2020-07-14,34740
Afghanistan,2020-07-15,34994
Afghanistan,2020-07-16,35070
Afghanistan,2020-07-17,35229
Afghanistan,2020-07-18,35301
Afghanistan,2020-07-19,35475
Afghanistan,2020-07-20,35526
Afghanistan,2020-07-21,35615
Afghanistan,2020-07-22,35727
Afghanistan,2020-07-23,35928
Afghanistan,2020-07-24,35981
Afghanistan,2020-07-25,36036
Afghanistan,2020-07-26,36157
Afghanistan,2020-07-27,36263
Afghanistan,2020-07-28,36368
Afghanistan,2020-07-29,36471
Afghanistan,2020-07-30,36542
Afghanistan,2020-07-31,36675
Afghanistan,2020-08-01,36710
Afghanistan,2020-08-02,36710
Afghanistan,2020-08-03,36747
Afghanistan,2020-08-04,36782
Afghanistan,2020-08-05,36829
Afghanistan,2020-08-06,36896
Afghanistan,2020-08-07,37015
Afghanistan,2020-08-08,37054
Afghanistan,2020-08-09,37054
Afghanistan,2020-08-10,37162
Afghanistan,2020-08-11,37269
Afghanistan,2020-08-12,37345
Afghanistan,2020-08-13,37424
Afghanistan,2020-08-14,37431
Afghanistan,2020-08-15,37551
Afghanistan,2020-08-16,37596
Afghanistan,2020-08-17,37599
Afghanistan,2020-08-18,37599
Afghanistan,2020-08-19,37599
Afghanistan,2020-08-20,37856
Afghanistan,2020-08-21,37894
Afghanistan,2020-08-22,37953
Afghanistan,2020-08-23,37999
Afghanistan,2020-08-24,38054
Afghanistan,2020-08-25,38070
Afghanistan,2020-08-26,38113
Afghanistan,2020-08-27,38129
Afghanistan,2020-08-28,38140
Afghanistan,2020-08-29,38143
Afghanistan,2020-08-30,38162
Afghanistan,2020-08-31,38165
Afghanistan,2020-09-01,38196
Afghanistan,2020-09-02,38243
Afghanistan,2020-09-03,38288
Afghanistan,2020-09-04,38304
Afghanistan,2020-09-05,38324
Afghanistan,2020-09-06,38398
Afghanistan,2020-09-07,38494
Afghanistan,2020-09-08,38520
Afghanistan,2020-09-09,38544
Afghanistan,2020-09-10,38572
Afghanistan,2020-09-11,38606
Afghanistan,2020-09-12,38641
Afghanistan,2020-09-13,38716
Afghanistan,2020-09-14,38772
Afghanistan,2020-09-15,38815
Afghanistan,2020-09-16,38855
Afghanistan,2020-09-17,38872
Afghanistan,2020-09-18,38883
Afghanistan,2020-09-19,38919
Afghanistan,2020-09-20,39044
Afghanistan,2020-09-21,39074
Afghanistan,2020-09-22,39096
Afghanistan,2020-09-23,39145
Afghanistan,2020-09-24,39170
Afghanistan,2020-09-25,39186
Afghanistan,2020-09-26,39192
Afghanistan,2020-09-27,39227
Afghanistan,2020-09-28,39233
Afghanistan,2020-09-29,39254
Afghanistan,2020-09-30,39268
Afghanistan,2020-10-01,39285
Afghanistan,2020-10-02,39290
Afghanistan,2020-10-03,39297
Afghanistan,2020-10-04,39341
Afghanistan,2020-10-05,39422
Afghanistan,2020-10-06,39486
Afghanistan,2020-10-07,39548
Afghanistan,2020-10-08,39616
Afghanistan,2020-10-09,39693
Afghanistan,2020-10-10,39703
Afghanistan,2020-10-11,39799
Afghanistan,2020-10-12,39870
Afghanistan,2020-10-13,39928
Afghanistan,2020-10-14,39994
Afghanistan,2020-10-15,40026
Afghanistan,2020-10-16,40073
Afghanistan,2020-10-17,40141
Afghanistan,2020-10-18,40200
Afghanistan,2020-10-19,40287
Afghanistan,2020-10-20,40357
Afghanistan,2020-10-21,40510
Afghanistan,2020-10-22,40626
Afghanistan,2020-10-23,40687
Afghanistan,2020-10-24,40768
Afghanistan,2020-10-25,40833
Albania,2020-01-22,0
Albania,2020-01-23,0
Albania,2020-01-24,0
Albania,2020-01-25,0
Albania,2020-01-26,0
Albania,2020-01-27,0
Albania,2020-01-28,0
Albania,2020-01-29,0
Albania,2020-01-30,0
Albania,2020-01-31,0
Albania,2020-02-01,0
Albania,2020-02-02,0
Albania,2020-02-03,0
Albania,2020-02-04,0
Albania,2020-02-05,0
Albania,2020-02-06,0
Albania,2020-02-07,0
Albania,2020-02-08,0
Albania,2020-02-09,0
Albania,2020-02-10,0
Albania,2020-02-11,0
Albania,2020-02-12,0
Albania,2020-02-13,0
Albania,2020-02-14,0
Albania,2020-02-15,0
Albania,2020-02-16,0
Albania,2020-02-17,0
Albania,2020-02-18,0
Albania,2020-02-19,0
Albania,2020-02-20,0
Albania,2020-02-21,0
Albania,2020-02-22,0
Albania,2020-02-23,0
Albania,2020-02-24,0
Albania,2020-02-25,0
Albania,2020-02-26,0
Albania,2020-02-27,0
Albania,2020-02-28,0
Albania,2020-02-29,0
Albania,2020-03-01,0
Albania,2020-03-02,0
Albania,2020-03-03,0
Albania,2020-03-04,0
Albania,2020-03-05,0
Albania,2020-03-06,0
Albania,2020-03-07,0
Albania,2020-03-08,0
Albania,2020-03-09,2
Albania,2020-03-10,10
Albania,2020-03-11,12
Albania,2020-03-12,23
Albania,2020-03-13,33
Albania,2020-03-14,38
Albania,2020-03-15,42
Albania,2020-03-16,51
Albania,2020-03-17,55
Albania,2020-03-18,59
Albania,2020-03-19,64
Albania,2020-03-20,70
Albania,2020-03-21,76
Albania,2020-03-22,89
Albania,2020-03-23,104
Albania,2020-03-24,123
Albania,2020-03-25,146
Albania,2020-03-26,174
Albania,2020-03-27,186
Albania,2020-03-28,197
Albania,2020-03-29,212
Albania,2020-03-30,223
Albania,2020-03-31,243
Albania,2020-04-01,259
Albania,2020-04-02,277
Albania,2020-04-03,304
Albania,2020-04-04,333
Albania,2020-04-05,361
Albania,2020-04-06,377
Albania,2020-04-07,383
Albania,2020-04-08,400
Albania,2020-04-09,409
Albania,2020-04-10,416
Albania,2020-04-11,433
Albania,2020-04-12,446
Albania,2020-04-13,467
Albania,2020-04-14,475
Albania,2020-04-15,494
Albania,2020-04-16,518
Albania,2020-04-17,539
Albania,2020-04-18,548
Albania,2020-04-19,562
Albania,2020-04-20,584
Albania,2020-04-21,609
Albania,2020-04-22,634
Albania,2020-04-23,663
Albania,2020-04-24,678
Albania,2020-04-25,712
Albania,2020-04-26,726
Albania,2020-04-27,736
Albania,2020-04-28,750
Albania,2020-04-29,766
Albania,2020-04-30,773
Albania,2020-05-01,782
Albania,2020-05-02,789
Albania,2020-05-03,795
Albania,2020-05-04,803
Albania,2020-05-05,820
Albania,2020-05-06,832
Albania,2020-05-07,842
Albania,2020-05-08,850
Albania,2020-05-09,856
Albania,2020-05-10,868
Albania,2020-05-11,872
Albania,2020-05-12,876
Albania,2020-05-13,880
Albania,2020-05-14,898
Albania,2020-05-15,916
Albania,2020-05-16,933
Albania,2020-05-17,946
Albania,2020-05-18,948
Albania,2020-05-19,949
Albania,2020-05-20,964
Albania,2020-05-21,969
Albania,2020-05-22,981
Albania,2020-05-23,989
Albania,2020-05-24,998
Albania,2020-05-25,1004
Albania,2020-05-26,1029
Albania,2020-05-27,1050
Albania,2020-05-28,1076
Albania,2020-05-29,1099
Albania,2020-05-30,1122
Albania,2020-05-31,1137
Albania,2020-06-01,1143
Albania,2020-06-02,1164
Albania,2020-06-03,1184
Albania,2020-06-04,1197
Albania,2020-06-05,1212
Albania,2020-06-06,1232
Albania,2020-06-07,1246
Albania,2020-06-08,1263
Albania,2020-06-09,1299
Albania,2020-06-10,1341
Albania,2020-06-11,1385
Albania,2020-06-12,1416
Albania,2020-06-13,1464
Albania,2020-06-14,1521
Albania,2020-06-15,1590
Albania,2020-06-16,1672
Albania,2020-06-17,1722
Albania,2020-06-18,1788
Albania,2020-06-19,1838
Albania,2020-06-20,1891
Albania,2020-06-21,1962
Albania,2020-06-22,1995
Albania,2020-06-23,2047
Albania,2020-06-24,2114
Albania,2020-06-25,2192
Albania,2020-06-26,2269
Albania,2020-06-27,2330
Albania,2020-06-28,2402
Albania,2020-06-29,2466
Albania,2020-06-30,2535
Albania,2020-07-01,2580
Albania,2020-07-02,2662
Albania,2020-07-03,2752
Albania,2020-07-04,2819
Albania,2020-07-05,2893
Albania,2020-07-06,2964
Albania,2020-07-07,3038
Albania,2020-07-08,3106
Albania,2020-07-09,3188
Albania,2020-07-10,3278
Albania,2020-07-11,3371
Albania,2020-07-12,3454
Albania,2020-07-13,3571
Albania,2020-07-14,3667
Albania,2020-07-15,3752
Albania,2020-07-16,3851
Albania,2020-07-17,3906
Albania,2020-07-18,4008
Albania,2020-07-19,4090
Albania,2020-07-20,4171
Albania,2020-07-21,4290
Albania,2020-07-22,4358
Albania,2020-07-23,4466
Albania,2020-07-24,4570
Albania,2020-07-25,4637
Albania,2020-07-26,4763
Albania,2020-07-27,4880
Albania,2020-07-28,4997
Albania,2020-07-29,5105
Albania,2020-07-30,5197
Albania,2020-07-31,5276
Albania,2020-08-01,5396
Albania,2020-08-02,5519
Albania,2020-08-03,5620
Albania,2020-08-04,5750
Albania,2020-08-05,5889
Albania,2020-08-06,6016
Albania,2020-08-07,6151
Albania,2020-08-08,6275
Albania,2020-08-09,6411
Albania,2020-08-10,6536
Albania,2020-08-11,6676
Albania,2020-08-12,6817
Albania,2020-08-13,6971
Albania,2020-08-14,7117
Albania,2020-08-15,7260
Albania,2020-08-16,7380
Albania,2020-08-17,7499
Albania,2020-08-18,7654
Albania,2020-08-19,7812
Albania,2020-08-20,7967
Albania,2020-08-21,8119
Albania,2020-08-22,8275
Albania,2020-08-23,8427
Albania,2020-08-24,8605
Albania,2020-08-25,8759
Albania,2020-08-26,8927
Albania,2020-08-27,9083
Albania,2020-08-28,9195
Albania,2020-08-29,9279
Albania,2020-08-30,9380
Albania,2020-08-31,9513
Albania,2020-09-01,9606
Albania,2020-09-02,9728
Albania,2020-09-03,9844
Albania,2020-09-04,9967
Albania,2020-09-05,10102
Albania,2020-09-06,10255
Albania,2020-09-07,10406
Albania,2020-09-08,10553
Albania,2020-09-09,10704
Albania,2020-09-10,10860
Albania,2020-09-11,11021
Albania,2020-09-12,11185
Albania,2020-09-13,11353
Albania,2020-09-14,11520
Albania,2020-09-15,11672
Albania,2020-09-16,11816
Albania,2020-09-17,11948
Albania,2020-09-18,12073
Albania,2020-09-19,12226
Albania,2020-09-20,12385
Albania,2020-09-21,12535
Albania,2020-09-22,12666
Albania,2020-09-23,12787
Albania,2020-09-24,12921
Albania,2020-09-25,13045
Albania,2020-09-26,13153
Albania,2020-09-27,13259
Albania,2020-09-28,13391
Albania,2020-09-29,13518
Albania,2020-09-30,13649
Albania,2020-10-01,13806
Albania,2020-10-02,13965
Albania,2020-10-03,14117
Albania,2020-10-04,14266
Albania,2020-10-05,14410
Albania,2020-10-06,14568
Albania,2020-10-07,14730
Albania,2020-10-08,14899
Albania,2020-10-09,15066
Albania,2020-10-10,15231
Albania,2020-10-11,15399
Albania,2020-10-12,15570
Albania,2020-10-13,15752
Albania,2020-10-14,15955
Albania,2020-10-15,16212
Albania,2020-10-16,16501
Albania,2020-10-17,16774
Albania,2020-10-18,17055
Albania,2020-10-19,17350
Albania,2020-10-20,17651
Albania,2020-10-21,17948
Albania,2020-10-22,18250
Albania,2020-10-23,18556
Albania,2020-10-24,18858
Albania,2020-10-25,19157
Algeria,2020-01-22,0
Algeria,2020-01-23,0
Algeria,2020-01-24,0
Algeria,2020-01-25,0
Algeria,2020-01-26,0
Algeria,2020-01-27,0
Algeria,2020-01-28,0
Algeria,2020-01-29,0
Algeria,2020-01-30,0
Algeria,2020-01-31,0
Algeria,2020-02-01,0
Algeria,2020-02-02,0
Algeria,2020-02-03,0
Algeria,2020-02-04,0
Algeria,2020-02-05,0
Algeria,2020-02-06,0
Algeria,2020-02-07,0
Algeria,2020-02-08,0
Algeria,2020-02-09,0
Algeria,2020-02-10,0
Algeria,2020-02-11,0
Algeria,2020-02-12,0
Algeria,2020-02-13,0
Algeria,2020-02-14,0
Algeria,2020-02-15,0
Algeria,2020-02-16,0
Algeria,2020-02-17,0
Algeria,2020-02-18,0
Algeria,2020-02-19,0
Algeria,2020-02-20,0
Algeria,2020-02-21,0
Algeria,2020-02-22,0
Algeria,2020-02-23,0
Algeria,2020-02-24,0
Algeria,2020-02-25,1
Algeria,2020-02-26,1
Algeria,2020-02-27,1
Algeria,2020-02-28,1
Algeria,2020-02-29,1
Algeria,2020-03-01,1
Algeria,2020-03-02,3
Algeria,2020-03-03,5
Algeria,2020-03-04,12
Algeria,2020-03-05,12
Algeria,2020-03-06,17
Algeria,2020-03-07,17
Algeria,2020-03-08,19
Algeria,2020-03-09,20
Algeria,2020-03-10,20
Algeria,2020-03-11,20
Algeria,2020-03-12,24
Algeria,2020-03-13,26
Algeria,2020-03-14,37
Algeria,2020-03-15,48
Algeria,2020-03-16,54
Algeria,2020-03-17,60
Algeria,2020-03-18,74
Algeria,2020-03-19,87
Algeria,2020-03-20,90
Algeria,2020-03-21,139
Algeria,2020-03-22,201
Algeria,2020-03-23,230
Algeria,2020-03-24,264
Algeria,2020-03-25,302
Algeria,2020-03-26,367
Algeria,2020-03-27,409
Algeria,2020-03-28,454
Algeria,2020-03-29,511
Algeria,2020-03-30,584
Algeria,2020-03-31,716
Algeria,2020-04-01,847
Algeria,2020-04-02,986
Algeria,2020-04-03,1171
Algeria,2020-04-04,1251
Algeria,2020-04-05,1320
Algeria,2020-04-06,1423
Algeria,2020-04-07,1468
Algeria,2020-04-08,1572
Algeria,2020-04-09,1666
Algeria,2020-04-10,1761
Algeria,2020-04-11,1825
Algeria,2020-04-12,1914
Algeria,2020-04-13,1983
Algeria,2020-04-14,2070
Algeria,2020-04-15,2160
Algeria,2020-04-16,2268
Algeria,2020-04-17,2418
Algeria,2020-04-18,2534
Algeria,2020-04-19,2629
Algeria,2020-04-20,2718
Algeria,2020-04-21,2811
Algeria,2020-04-22,2910
Algeria,2020-04-23,3007
Algeria,2020-04-24,3127
Algeria,2020-04-25,3256
Algeria,2020-04-26,3382
Algeria,2020-04-27,3517
Algeria,2020-04-28,3649
Algeria,2020-04-29,3848
Algeria,2020-04-30,4006
Algeria,2020-05-01,4154
Algeria,2020-05-02,4295
Algeria,2020-05-03,4474
Algeria,2020-05-04,4648
Algeria,2020-05-05,4838
Algeria,2020-05-06,4997
Algeria,2020-05-07,5182
Algeria,2020-05-08,5369
Algeria,2020-05-09,5558
Algeria,2020-05-10,5723
Algeria,2020-05-11,5891
Algeria,2020-05-12,6067
Algeria,2020-05-13,6253
Algeria,2020-05-14,6442
Algeria,2020-05-15,6629
Algeria,2020-05-16,6821
Algeria,2020-05-17,7019
Algeria,2020-05-18,7201
Algeria,2020-05-19,7377
Algeria,2020-05-20,7542
Algeria,2020-05-21,7728
Algeria,2020-05-22,7918
Algeria,2020-05-23,8113
Algeria,2020-05-24,8306
Algeria,2020-05-25,8503
Algeria,2020-05-26,8697
Algeria,2020-05-27,8857
Algeria,2020-05-28,8997
Algeria,2020-05-29,9134
Algeria,2020-05-30,9267
Algeria,2020-05-31,9394
Algeria,2020-06-01,9513
Algeria,2020-06-02,9626
Algeria,2020-06-03,9733
Algeria,2020-06-04,9831
Algeria,2020-06-05,9935
Algeria,2020-06-06,10050
Algeria,2020-06-07,10154
Algeria,2020-06-08,10265
Algeria,2020-06-09,10382
Algeria,2020-06-10,10484
Algeria,2020-06-11,10589
Algeria,2020-06-12,10698
Algeria,2020-06-13,10810
Algeria,2020-06-14,10919
Algeria,2020-06-15,11031
Algeria,2020-06-16,11147
Algeria,2020-06-17,11268
Algeria,2020-06-18,11385
Algeria,2020-06-19,11504
Algeria,2020-06-20,11631
Algeria,2020-06-21,11771
Algeria,2020-06-22,11920
Algeria,2020-06-23,12076
Algeria,2020-06-24,12248
Algeria,2020-06-25,12445
Algeria,2020-06-26,12685
Algeria,2020-06-27,12968
Algeria,2020-06-28,13273
Algeria,2020-06-29,13571
Algeria,2020-06-30,13907
Algeria,2020-07-01,14272
Algeria,2020-07-02,14657
Algeria,2020-07-03,15070
Algeria,2020-07-04,15500
Algeria,2020-07-05,15941
Algeria,2020-07-06,16404
Algeria,2020-07-07,16879
Algeria,2020-07-08,17348
Algeria,2020-07-09,17808
Algeria,2020-07-10,18242
Algeria,2020-07-11,18712
Algeria,2020-07-12,19195
Algeria,2020-07-13,19689
Algeria,2020-07-14,20216
Algeria,2020-07-15,20770
Algeria,2020-07-16,21355
Algeria,2020-07-17,21948
Algeria,2020-07-18,22549
Algeria,2020-07-19,23084
Algeria,2020-07-20,23691
Algeria,2020-07-21,24278
Algeria,2020-07-22,24872
Algeria,2020-07-23,25484
Algeria,2020-07-24,26159
Algeria,2020-07-25,26764
Algeria,2020-07-26,27357
Algeria,2020-07-27,27973
Algeria,2020-07-28,28615
Algeria,2020-07-29,29229
Algeria,2020-07-30,29831
Algeria,2020-07-31,30394
Algeria,2020-08-01,30950
Algeria,2020-08-02,31465
Algeria,2020-08-03,31972
Algeria,2020-08-04,32504
Algeria,2020-08-05,33055
Algeria,2020-08-06,33626
Algeria,2020-08-07,34155
Algeria,2020-08-08,34693
Algeria,2020-08-09,35160
Algeria,2020-08-10,35712
Algeria,2020-08-11,36204
Algeria,2020-08-12,36699
Algeria,2020-08-13,37187
Algeria,2020-08-14,37664
Algeria,2020-08-15,38133
Algeria,2020-08-16,38583
Algeria,2020-08-17,39025
Algeria,2020-08-18,39444
Algeria,2020-08-19,39847
Algeria,2020-08-20,40258
Algeria,2020-08-21,40667
Algeria,2020-08-22,41068
Algeria,2020-08-23,41460
Algeria,2020-08-24,41858
Algeria,2020-08-25,42228
Algeria,2020-08-26,42619
Algeria,2020-08-27,43016
Algeria,2020-08-28,43403
Algeria,2020-08-29,43781
Algeria,2020-08-30,44146
Algeria,2020-08-31,44494
Algeria,2020-09-01,44833
Algeria,2020-09-02,45158
Algeria,2020-09-03,45469
Algeria,2020-09-04,45773
Algeria,2020-09-05,46071
Algeria,2020-09-06,46364
Algeria,2020-09-07,46653
Algeria,2020-09-08,46938
Algeria,2020-09-09,47216
Algeria,2020-09-10,47488
Algeria,2020-09-11,47752
Algeria,2020-09-12,48007
Algeria,2020-09-13,48254
Algeria,2020-09-14,48496
Algeria,2020-09-15,48734
Algeria,2020-09-16,48966
Algeria,2020-09-17,49194
Algeria,2020-09-18,49413
Algeria,2020-09-19,49623
Algeria,2020-09-20,49826
Algeria,2020-09-21,50023
Algeria,2020-09-22,50214
Algeria,2020-09-23,50400
Algeria,2020-09-24,50579
Algeria,2020-09-25,50754
Algeria,2020-09-26,50914
Algeria,2020-09-27,51067
Algeria,2020-09-28,51213
Algeria,2020-09-29,51368
Algeria,2020-09-30,51530
Algeria,2020-10-01,51690
Algeria,2020-10-02,51847
Algeria,2020-10-03,51995
Algeria,2020-10-04,52136
Algeria,2020-10-05,52270
Algeria,2020-10-06,52399
Algeria,2020-10-07,52520
Algeria,2020-10-08,52658
Algeria,2020-10-09,52804
Algeria,2020-10-10,52940
Algeria,2020-10-11,53072
Algeria,2020-10-12,53325
Algeria,2020-10-13,53399
Algeria,2020-10-14,53584
Algeria,2020-10-15,53777
Algeria,2020-10-16,53998
Algeria,2020-10-17,54203
Algeria,2020-10-18,54402
Algeria,2020-10-19,54616
Algeria,2020-10-20,54829
Algeria,2020-10-21,55081
Algeria,2020-10-22,55357
Algeria,2020-10-23,55630
Algeria,2020-10-24,55880
Algeria,2020-10-25,56143
Andorra,2020-01-22,0
Andorra,2020-01-23,0
Andorra,2020-01-24,0
Andorra,2020-01-25,0
Andorra,2020-01-26,0
Andorra,2020-01-27,0
Andorra,2020-01-28,0
Andorra,2020-01-29,0
Andorra,2020-01-30,0
Andorra,2020-01-31,0
Andorra,2020-02-01,0
Andorra,2020-02-02,0
Andorra,2020-02-03,0
Andorra,2020-02-04,0
Andorra,2020-02-05,0
Andorra,2020-02-06,0
Andorra,2020-02-07,0
Andorra,2020-02-08,0
Andorra,2020-02-09,0
Andorra,2020-02-10,0
Andorra,2020-02-11,0
Andorra,2020-02-12,0
Andorra,2020-02-13,0
Andorra,2020-02-14,0
Andorra,2020-02-15,0
Andorra,2020-02-16,0
Andorra,2020-02-17,0
Andorra,2020-02-18,0
Andorra,2020-02-19,0
Andorra,2020-02-20,0
Andorra,2020-02-21,0
Andorra,2020-02-22,0
Andorra,2020-02-23,0
Andorra,2020-02-24,0
Andorra,2020-02-25,0
Andorra,2020-02-26,0
Andorra,2020-02-27,0
Andorra,2020-02-28,0
Andorra,2020-02-29,0
Andorra,2020-03-01,0
Andorra,2020-03-02,1
Andorra,2020-03-03,1
Andorra,2020-03-04,1
Andorra,2020-03-05,1
Andorra,2020-03-06,1
Andorra,2020-03-07,1
Andorra,2020-03-08,1
Andorra,2020-03-09,1
Andorra,2020-03-10,1
Andorra,2020-03-11,1
Andorra,2020-03-12,1
Andorra,2020-03-13,1
Andorra,2020-03-14,1
Andorra,2020-03-15,1
Andorra,2020-03-16,2
Andorra,2020-03-17,39
Andorra,2020-03-18,39
Andorra,2020-03-19,53
Andorra,2020-03-20,75
Andorra,2020-03-21,88
Andorra,2020-03-22,113
Andorra,2020-03-23,133
Andorra,2020-03-24,164
Andorra,2020-03-25,188
Andorra,2020-03-26,224
Andorra,2020-03-27,267
Andorra,2020-03-28,308
Andorra,2020-03-29,334
Andorra,2020-03-30,370
Andorra,2020-03-31,376
Andorra,2020-04-01,390
Andorra,2020-04-02,428
Andorra,2020-04-03,439
Andorra,2020-04-04,466
Andorra,2020-04-05,501
Andorra,2020-04-06,525
Andorra,2020-04-07,545
Andorra,2020-04-08,564
Andorra,2020-04-09,583
Andorra,2020-04-10,601
Andorra,2020-04-11,601
Andorra,2020-04-12,638
Andorra,2020-04-13,646
Andorra,2020-04-14,659
Andorra,2020-04-15,673
Andorra,2020-04-16,673
Andorra,2020-04-17,696
Andorra,2020-04-18,704
Andorra,2020-04-19,713
Andorra,2020-04-20,717
Andorra,2020-04-21,717
Andorra,2020-04-22,723
Andorra,2020-04-23,723
Andorra,2020-04-24,731
Andorra,2020-04-25,738
Andorra,2020-04-26,738
Andorra,2020-04-27,743
Andorra,2020-04-28,743
Andorra,2020-04-29,743
Andorra,2020-04-30,745
Andorra,2020-05-01,745
Andorra,2020-05-02,747
Andorra,2020-05-03,748
Andorra,2020-05-04,750
Andorra,2020-05-05,751
Andorra,2020-05-06,751
