x	y	z	w	u	s
0.2	8.531179683702067	-0.010754821817365867	68.75508597982117	-2.1185737272879446	0.9859058235915207
0.4	11.07110790782608	0.42133890170002897	88.12096055353362	-1.5592881037497364	0.855627282801872
0.6000000000000001	11.640737075684592	0.15804850654457692	3.8219548372043075	-1.1845695782576926	0.7710783567998766
0.8	13.9648651804775	-0.04638801067341042	72.60284486701532	-0.8487218718573918	0.7383811128270545
1	10.804325527278706	0.2838167358737995	28.61558599304408	-0.5947503178891661	0.6236480388760253
1.2	11.169995825458319	-0.1588474646011459	74.0225685764118	-0.4380794950373775	0.600092049149819
1.4000000000000001	15.27396582500078	-0.028044037874708605	47.67871783350693	-0.20637727247539175	0.5711101494166834
1.6	17.17158735739067	-0.2977546213988684	60.400127240655884	-0.024700124843006155	0.46277060150844607
1.8	15.297738430602475	0.29817516646581077	97.48588738606364	0.07476353355681994	0.4768546303575209
2	15.227346061496064	0.36311871556803366	68.91547678096975	0.19835800342261792	0.4060889386111174
2.2	17.529926320025698	-0.3732256186375404	77.3882779000077	0.25053650854049603	0.42400341557043847
2.4000000000000004	16.860287500917913	0.07400009035177191	46.48956712517622	0.24580563162123842	0.37649585663047647
2.6000000000000005	17.661344791855665	-0.26818935912440944	118.28392491532523	0.35688366045406317	0.3610632456842168
2.8000000000000003	19.723616619873795	0.8327483272356275	85.74900207479692	0.3808704441180647	0.32431537879679606
3.0000000000000004	21.974262420088053	0.8199566298828884	103.84944380054952	0.6018807695698158	0.25190918068139545
3.2	21.104838665295393	1.7533413497220165	44.050946766984495	0.6252928036292418	0.26842905978283854
3.4000000000000004	24.148380417982118	3.5215937982599588	112.44144923832974	0.6369965505426981	0.20356349889760011
3.6000000000000005	21.488673418853434	5.1495391386154425	86.23308716851633	0.6091364107047005	0.2580108066734098
3.8000000000000003	24.713758677290755	6.085977885929603	125.08830287786888	0.8303896199727763	0.2479615550416276
4	25.630262687802315	7.929438335712948	86.4322192807684	0.7926659647886576	0.1701376536153603
4.2	26.311070049135015	7.884736761109849	165.64258670209284	0.8627802341463402	0.15868243024021567
4.4	23.966618488915266	6.931553778761723	178.21172867339945	0.9618586670269789	0.16303136673749724
4.6000000000000005	24.684002337139102	5.128997313982171	140.9707737867194	0.9433472322640745	0.10231655571242254
4.800000000000001	26.2621517628897	3.56806983433731	153.70972299039565	0.9083445721318513	0.10195745419200561
5.000000000000001	26.302497439552102	2.11982116074779	246.0539167346762	1.0863948019750884	0.13656670827927303
5.2	29.29343946343288	1.049071013807636	240.09540281536314	1.0066199486019418	0.15881466392601423
5.4	28.10929488730617	0.36602778902177624	234.3480738450839	1.127426729996964	0.11942525385602763
5.6000000000000005	33.24781271894463	-0.034682443266395246	281.55559460558777	1.1009576805214527	0.06584961475874833
5.800000000000001	31.930988379335034	0.18023193882822608	328.83307496409736	1.2445787738735177	0.14310739612273876
6.000000000000001	31.908918083645407	-0.0029052109638239565	298.68224201365274	1.2273303018448043	0.13689079661939563
6.2	32.86580245285295	0.06993181606061538	332.172361818562	1.1636748833301531	0.0864207634216211
6.4	36.55696184458211	-0.35807836347957767	364.63977253407745	1.2932699349316106	0.05145026014651265
6.6000000000000005	33.37500327043236	0.04737607502820873	397.5019660243659	1.243159116443409	0.10792585987626088
6.800000000000001	34.58145684730262	0.17424967849635087	404.129342919869	1.3324077087606472	0.12851383421574247
7.000000000000001	37.52886415203102	0.1690949181759639	500.5886995525029	1.4062637857923945	0.07224303712687233
7.2	38.60707097123377	0.1973533149891158	456.2318173616051	1.4085228721143408	0.10389858105129157
7.4	37.43745363610797	0.36655376670677287	557.7996723172746	1.35595490803965	0.036717619218839793
7.6000000000000005	37.33463984201663	0.4698646403361577	577.8444594554026	1.3570376035153202	0.06305584227864361
7.800000000000001	37.666672374168414	-0.09567082502548979	639.0909292171914	1.4929434604803593	0.04824290968669995
8	39.41877194051631	-0.2104339944151914	630.4605756160793	1.42830520445461	0.050019409212390675
8.2	43.692389422748235	0.3796451878736362	713.3242321045185	1.5381820780615292	0.03010208135419252
8.4	40.39216295620427	0.28483310947195783	813.4176428527686	1.587109624760534	0.07250609924751505
8.6	41.91106392499059	0.28022682177834257	829.8822160469562	1.5173264435373064	0.09335760763176927
8.799999999999999	42.94823636654764	-0.34451716276817024	925.2261722687027	1.5083790597679556	0.06944534323773226
9	45.28194389119744	-0.21042721322737634	982.565304380249	1.5861933733352724	0.026530927751010264
9.2	43.01740218508057	-0.32377328840084374	991.6476368288802	1.6696380493151692	0.06841843609883567
9.4	47.17190188020468	0.21817559096962214	1116.8595711765806	1.6232376522503307	0.04533486007709084
9.6	46.09440273893997	0.31623320444487035	1198.7622219084533	1.5865555720927627	0.10078859893369804
9.8	49.582604371057826	-0.27980478084646165	1205.4578077900494	1.6159428153716884	0.03406929782511836
10	49.963809000561014	0.06479521165601909	1322.3275529591558	1.6686909561154835	0.07299581794143967
